Location,Strand,Length,PID,start,end
194849..195412,+,187,16077241,194849,195412
195426..196052,+,208,16077242,195426,196052
196213..197034,+,273,255767047,196213,197034
197027..198478,+,483,255767048,197027,198478
198497..199843,+,448,16077245,198497,199843
200277..202079,+,600,16077246,200277,202079
202547..203458,-,303,16077248,202547,203458
203729..204364,+,211,16077249,203729,204364
204351..204890,+,179,16077250,204351,204890
205409..206926,+,505,16077251,205409,206926
206941..209556,+,871,255767049,206941,209556
209633..210160,+,175,16077254,209633,210160
210224..210514,+,96,16077255,210224,210514
210572..210946,+,124,16077256,210572,210946
211429..211731,+,100,255767050,211429,211731
211859..213031,+,390,16077257,211859,213031
213155..213469,+,104,16077258,213155,213469
213941..214108,+,55,16077259,213941,214108
214175..215407,+,410,50812176,214175,215407
215404..216894,+,496,255767051,215404,216894
216913..217632,+,239,16077264,216913,217632
217697..219040,+,447,255767052,217697,219040
219087..219602,+,171,255767053,219087,219602
219607..220032,+,141,255767054,219607,220032
220279..221256,+,325,255767055,220279,221256
221258..221929,+,223,16077269,221258,221929
221950..222912,+,320,16077270,221950,222912
222971..223234,+,87,255767056,222971,223234
223219..223989,-,256,16077272,223219,223989
224075..224932,-,285,16077273,224075,224932
225064..226248,+,394,16077274,225064,226248
226566..227954,+,462,16077275,226566,227954
228066..228314,+,82,16077276,228066,228314
228331..228522,+,63,16077277,228331,228522
228549..229352,-,267,16077278,228549,229352
229525..230778,+,417,16077279,229525,230778
230819..231079,-,86,16077280,230819,231079
231348..232967,+,539,255767057,231348,232967
233014..233895,-,293,16077282,233014,233895
233994..235328,-,444,16077283,233994,235328
235625..235873,+,82,16077284,235625,235873
235965..236882,+,305,16077285,235965,236882
236879..238129,+,416,16077286,236879,238129
238164..238448,-,94,255767058,238164,238448
238644..239555,-,303,16077288,238644,239555
239644..241842,-,732,16077289,239644,241842
241917..242837,-,306,16077290,241917,242837
242834..243661,-,275,16077291,242834,243661
243892..245046,+,384,16077292,243892,245046
245190..246131,+,313,16077293,245190,246131
246094..246492,+,132,16077294,246094,246492
246658..247548,+,296,16077295,246658,247548
247744..248277,+,177,16077296,247744,248277
248268..248756,+,162,16077297,248268,248756
248749..249540,+,263,16077298,248749,249540
249595..249873,+,92,16077299,249595,249873
249979..251319,+,446,16077300,249979,251319
251427..252314,+,295,16077301,251427,252314
252514..253482,+,322,16077302,252514,253482
253518..254762,-,414,16077303,253518,254762
254907..256802,-,631,16077304,254907,256802
256823..257572,-,249,16077305,256823,257572
257791..258498,+,235,16077306,257791,258498
258532..258807,+,91,16077307,258532,258807
259016..260086,+,356,16077308,259016,260086
260123..261535,-,470,16077309,260123,261535
261656..262603,-,315,16077310,261656,262603
262732..264168,-,478,255767059,262732,264168
264191..265174,-,327,16077312,264191,265174
265476..266708,+,410,255767060,265476,266708
266719..267663,+,314,16077314,266719,267663
267890..268816,+,308,255767061,267890,268816
268846..270312,+,488,16077316,268846,270312
270396..271763,+,455,255767062,270396,271763
271800..273167,+,455,255767063,271800,273167
273237..273938,+,233,255767064,273237,273938
274029..275561,+,510,255767065,274029,275561
275838..276758,+,306,16077321,275838,276758
277160..277321,+,53,16077322,277160,277321
277342..278280,+,312,16077323,277342,278280
278377..279057,+,226,255767066,278377,279057
279059..279994,+,311,255767067,279059,279994
280086..281009,+,307,255767068,280086,281009
281028..281714,+,228,255767069,281028,281714
281769..282155,-,128,16077328,281769,282155
282469..282897,+,142,255767070,282469,282897
283003..283734,+,243,255767071,283003,283734
283816..283992,+,58,255767072,283816,283992
284011..285762,+,583,255767073,284011,285762
285775..285987,+,70,255767074,285775,285987
286048..286776,+,242,255767075,286048,286776
286773..287420,-,215,16077334,286773,287420
287499..288611,+,370,255767076,287499,288611
288653..290092,-,479,16077336,288653,290092
290132..290698,-,188,16077337,290132,290698
290915..292042,+,375,16077338,290915,292042
292205..292843,+,212,16077339,292205,292843
292881..293264,-,127,16077340,292881,293264
293499..294575,+,358,16077341,293499,294575
294615..295571,-,318,16077342,294615,295571
295584..296285,-,233,16077343,295584,296285
296429..297169,+,246,16077344,296429,297169
297170..298330,+,386,16077345,297170,298330
298466..299398,+,310,16077346,298466,299398
299438..300502,-,354,16077347,299438,300502
300830..302248,+,472,16077348,300830,302248
302435..303796,+,453,16077349,302435,303796
303804..304307,-,167,16077350,303804,304307
304430..305551,+,373,16077351,304430,305551
305658..306434,+,258,16077352,305658,306434
306459..308144,+,561,16077353,306459,308144
308332..309291,+,319,16077354,308332,309291
309347..310042,+,231,16077355,309347,310042
310000..310842,+,280,16077356,310000,310842
310880..311875,-,331,255767077,310880,311875
312159..312758,+,199,16077358,312159,312758
312780..313361,+,193,16077359,312780,313361
313396..313974,+,192,16077360,313396,313974
314025..314798,+,257,16077361,314025,314798
314883..316496,+,537,16077362,314883,316496
316512..317603,+,363,16077363,316512,317603
317725..318927,+,400,16077364,317725,318927
319180..320352,-,390,16077365,319180,320352
320421..320723,-,100,16077366,320421,320723
321013..322269,+,418,255767078,321013,322269
322271..323119,+,282,16077368,322271,323119
323119..324000,+,293,16077369,323119,324000
324038..325189,-,383,255767079,324038,325189
325339..326772,+,477,255767080,325339,326772
326888..327469,+,193,255767081,326888,327469
327618..329597,+,659,255767082,327618,329597
329774..330739,+,321,255767083,329774,330739
330771..332396,+,541,255767084,330771,332396
332441..333979,-,512,255767085,332441,333979
334092..334556,+,154,255767086,334092,334556
334630..335259,+,209,16077378,334630,335259
335329..336090,+,253,255767087,335329,336090
336092..337432,-,446,255767088,336092,337432
337562..338158,+,198,255767089,337562,338158
338288..339106,+,272,16077382,338288,339106
339156..339749,-,197,255767090,339156,339749
340025..340585,+,186,255767091,340025,340585
340613..341374,-,253,255767092,340613,341374
341492..342466,+,324,255767093,341492,342466
342538..343494,+,318,16077387,342538,343494
343578..344360,+,260,16077388,343578,344360
344551..345462,+,303,16077389,344551,345462
345479..347026,+,515,255767094,345479,347026
347150..348571,+,473,255767095,347150,348571
348724..349959,+,411,255767096,348724,349959
349996..350853,-,285,16077393,349996,350853
350858..351742,-,294,16077394,350858,351742
351842..352696,-,284,16077395,351842,352696
352858..353868,+,336,16077396,352858,353868
353900..355351,-,483,16077397,353900,355351
355412..355732,-,106,16077398,355412,355732
355764..358181,-,805,16077399,355764,358181
358303..360435,-,710,255767097,358303,360435
360442..362757,-,771,255767098,360442,362757
362937..364142,+,401,255767099,362937,364142
364259..365173,+,304,255767100,364259,365173
365170..365754,+,194,255767101,365170,365754
365850..366035,+,61,255767102,365850,366035
366063..367256,+,397,16077405,366063,367256
367305..367985,-,226,16077406,367305,367985
367995..368858,-,287,16077407,367995,368858
369236..369691,+,151,16077408,369236,369691
369773..370105,+,110,16077409,369773,370105
370259..371692,+,477,16077410,370259,371692
371729..372127,-,132,16077411,371729,372127
372154..372597,-,147,50812179,372154,372597
372771..374492,-,573,255767103,372771,374492
374603..375160,-,185,16077414,374603,375160
375166..375798,-,210,16077415,375166,375798
376032..376394,+,120,255767104,376032,376394
376968..387731,+,3587,255767105,376968,387731
387744..398495,+,3583,255767106,387744,398495
390880..391020,+,46,16077419,390880,391020
398532..402359,+,1275,255767107,398532,402359
402388..403116,+,242,16077421,402388,403116
403217..404443,+,408,255767108,403217,404443
404458..405015,-,185,16077423,404458,405015
405069..406007,-,312,255767109,405069,406007
406131..407465,+,444,16077425,406131,407465
408240..408887,-,215,255767110,408240,408887
409208..409951,-,247,255767111,409208,409951
409965..410669,-,234,16077428,409965,410669
410656..411462,-,268,255767112,410656,411462
411578..412450,-,290,16077430,411578,412450
412540..413154,+,204,16077431,412540,413154
413157..414578,+,473,16077432,413157,414578
414595..414822,+,75,255767113,414595,414822
414819..415283,+,154,255767114,414819,415283
415350..416195,+,281,255767115,415350,416195
416235..417713,-,492,255767116,416235,417713
417993..419747,+,584,16077436,417993,419747
419763..419984,-,73,16077437,419763,419984
420110..421744,+,544,16077438,420110,421744
421734..422957,+,407,16077439,421734,422957
422982..424103,+,373,16077440,422982,424103
424208..424888,-,226,16077441,424208,424888
424904..426364,-,486,255767117,424904,426364
426577..427260,+,227,16077443,426577,427260
427247..428668,+,473,16077444,427247,428668
428831..429979,+,382,16077445,428831,429979
429963..430085,+,40,16077446,429963,430085
430356..430469,-,37,255767119,430356,430469
430623..431987,-,454,16077447,430623,431987
432372..433322,+,316,16077448,432372,433322
433315..434262,+,315,16077449,433315,434262
434256..435014,+,252,16077450,434256,435014
435036..435989,+,317,16077451,435036,435989
436036..437454,-,472,16077452,436036,437454
437474..438352,-,292,255767120,437474,438352
438516..439265,-,249,16077454,438516,439265
439282..439569,-,95,16077455,439282,439569
439709..440023,+,104,16077456,439709,440023
440025..441464,-,479,16077457,440025,441464
441571..442881,+,436,16077458,441571,442881
442950..444338,+,462,16077459,442950,444338
444461..445324,+,287,16077460,444461,445324
445344..446129,+,261,16077461,445344,446129
446174..446788,-,204,16077462,446174,446788
446801..448426,-,541,255767121,446801,448426
448461..449033,-,190,16077464,448461,449033
449198..449551,+,117,16077465,449198,449551
449724..451160,+,478,255767122,449724,451160
451185..451616,+,143,255767123,451185,451616
451618..452739,+,373,255767124,451618,452739
452830..453894,+,354,255767125,452830,453894
454029..454592,+,187,16077469,454029,454592
454652..455260,-,202,255767126,454652,455260
455346..455738,+,130,50812182,455346,455738
455771..455935,-,54,255767127,455771,455935
456068..456817,+,249,255767128,456068,456817
457023..457796,+,257,255767129,457023,457796
457811..459025,+,404,255767130,457811,459025
459049..459822,+,257,255767131,459049,459822
459867..460589,+,240,50812186,459867,460589
460592..461599,+,335,255767132,460592,461599
461615..462367,+,250,255767133,461615,462367
462431..463072,+,213,16077478,462431,463072
463245..463490,+,81,16077479,463245,463490
463496..463783,-,95,16077480,463496,463783
463934..465940,+,668,16077481,463934,465940
466042..466944,+,300,16077482,466042,466944
467130..469214,+,694,16077483,467130,469214
469426..470937,+,503,255767134,469426,470937
470957..471502,-,181,16077485,470957,471502
471709..472569,+,286,16077486,471709,472569
472585..473088,+,167,16077487,472585,473088
473174..473725,+,183,16077488,473174,473725
473803..474225,+,140,16077489,473803,474225
474731..475540,+,269,16077490,474731,475540
475584..475874,-,96,16077491,475584,475874
476059..476493,+,144,16077492,476059,476493
476558..478741,+,727,16077493,476558,478741
478944..480032,+,362,16077494,478944,480032
480013..480864,+,283,16077495,480013,480864
480875..482584,+,569,16077496,480875,482584
482577..483839,+,420,16077497,482577,483839
483845..485956,+,703,16077498,483845,485956
486432..488255,+,607,16077499,486432,488255
488314..488763,+,149,16077500,488314,488763
488830..490554,+,574,16077501,488830,490554
490777..491043,-,88,255767135,490777,491043
491147..492424,-,425,16077503,491147,492424
492654..492911,-,85,16077504,492654,492911
492989..493441,-,150,16077505,492989,493441
493559..494377,+,272,16077506,493559,494377
494506..494877,+,123,16077507,494506,494877
495009..495350,+,113,16077508,495009,495350
495344..495703,+,119,16077509,495344,495703
495740..496561,-,273,16077510,495740,496561
496646..497698,-,350,16077511,496646,497698
497768..499375,+,535,16077512,497768,499375
499365..500045,+,226,16077513,499365,500045
500166..501431,+,421,16077514,500166,501431
501579..502631,+,350,16077515,501579,502631
502908..503834,+,308,16077516,502908,503834
503854..504594,+,246,16077517,503854,504594
504689..505024,+,111,16077518,504689,505024
505152..506297,+,381,16077519,505152,506297
506322..506501,-,59,16077520,506322,506501
506866..507738,+,290,16077521,506866,507738
507753..508073,-,106,16077522,507753,508073
508248..509312,+,354,16077523,508248,509312
509384..510757,+,457,16077524,509384,510757
511106..512641,+,511,16077525,511106,512641
512814..513293,+,159,16077526,512814,513293
513283..514764,+,493,16077527,513283,514764
515016..515615,-,199,16077528,515016,515615
515710..516075,+,121,16077529,515710,516075
516241..517257,+,338,255767136,516241,517257
517372..518541,+,389,16077531,517372,518541
518657..518938,+,93,16077532,518657,518938
518943..519293,+,116,16077533,518943,519293
519408..520232,+,274,16077534,519408,520232
520237..520602,+,121,16077535,520237,520602
520606..521007,+,133,16077536,520606,521007
521019..522026,+,335,16077537,521019,522026
522088..522417,+,109,16077538,522088,522417
522414..522896,+,160,16077539,522414,522896
522862..523650,+,262,255767137,522862,523650
523650..524249,+,199,16077541,523650,524249
524492..524785,+,97,16077542,524492,524785
524782..525222,+,146,16077543,524782,525222
525206..525649,+,147,16077544,525206,525649
525743..527902,+,719,50812188,525743,527902
528129..528581,+,150,16077546,528129,528581
529505..530611,-,368,16077547,529505,530611
530624..531133,-,169,16077548,530624,531133
531130..531513,-,127,16077549,531130,531513
531787..531981,+,64,16077550,531787,531981
531978..532238,+,86,255767138,531978,532238
532292..532552,+,86,16077551,532292,532552
532922..533302,+,126,16077552,532922,533302
533338..534780,+,480,16077553,533338,534780
534773..535831,+,352,16077554,534773,535831
536096..536365,+,89,16077555,536096,536365
536404..536670,+,88,16077556,536404,536670
536687..536995,+,102,16077557,536687,536995
536985..538049,+,354,16077558,536985,538049
538061..538309,+,82,16077559,538061,538309
538322..538846,+,174,16077560,538322,538846
538836..541229,+,797,255767139,538836,541229
541248..541574,+,108,16077562,541248,541574
541578..544025,+,815,16077563,541578,544025
544022..545011,+,329,16077564,544022,545011
545026..545532,+,168,16077565,545026,545532
545595..545975,+,126,16077566,545595,545975
546166..546966,-,266,16077567,546166,546966
547306..548481,+,391,16077568,547306,548481
548438..548557,+,39,16077569,548438,548557
548710..549651,+,313,16077570,548710,549651
550240..551259,-,339,16077571,550240,551259
551519..551929,+,136,16077572,551519,551929
552052..552501,-,149,16077573,552052,552501
552616..553158,+,180,16077574,552616,553158
553711..554475,+,254,16077575,553711,554475
554669..555979,+,436,16077576,554669,555979
556562..556738,+,58,255767140,556562,556738
556763..557449,+,228,16077577,556763,557449
557873..558058,+,61,255767141,557873,558058
558408..559001,+,197,16077578,558408,559001
559264..559464,+,66,16077579,559264,559464
560151..560612,-,153,16077580,560151,560612
561180..561416,-,78,16077581,561180,561416
561514..562389,-,291,16077582,561514,562389
562502..563461,+,319,16077583,562502,563461
563614..564486,-,290,16077584,563614,564486
564704..566101,+,465,16077585,564704,566101
566211..567503,+,430,16077586,566211,567503
567662..568108,+,148,16077587,567662,568108
568345..568938,+,197,16077588,568345,568938
569290..569949,-,219,16077589,569290,569949
570371..571234,-,287,16077590,570371,571234
571389..572780,+,463,16077591,571389,572780
572974..573399,+,141,16077592,572974,573399
573452..574024,-,190,16077593,573452,574024
574106..574435,-,109,16077594,574106,574435
574690..575562,+,290,16077595,574690,575562
575712..576098,-,128,16077596,575712,576098
576209..576802,+,197,16077597,576209,576802
576946..578133,-,395,16077598,576946,578133
578337..578933,+,198,16077599,578337,578933
579047..579232,+,61,255767142,579047,579232
579541..579876,+,111,16077600,579541,579876
579889..581196,+,435,16077601,579889,581196
581694..582479,+,261,16077602,581694,582479
582536..583456,-,306,16077603,582536,583456
583589..585037,+,482,16077604,583589,585037
585155..585778,-,207,16077605,585155,585778
585868..586548,+,226,16077606,585868,586548
586628..587071,-,147,16077607,586628,587071
587157..587336,-,59,255767143,587157,587336
587333..587476,-,47,255767144,587333,587476
587744..588967,+,407,16077608,587744,588967
588960..589601,+,213,16077609,588960,589601
589717..591891,+,724,16077610,589717,591891
592303..593205,-,300,16077611,592303,593205
593407..594096,-,229,16077612,593407,594096
594186..594998,-,270,16077613,594186,594998
595109..596002,-,297,255767145,595109,596002
596478..597098,+,206,16077615,596478,597098
597114..598052,+,312,16077616,597114,598052
598154..598543,+,129,16077617,598154,598543
598729..599067,+,112,16077618,598729,599067
599107..599343,-,78,16077619,599107,599343
599875..600105,-,76,255767146,599875,600105
600229..600906,-,225,16077620,600229,600906
601019..601726,+,235,16077621,601019,601726
601741..602172,-,143,16077622,601741,602172
602185..602427,-,80,16077623,602185,602427
602441..602713,-,90,16077624,602441,602713
603012..603599,+,195,16077625,603012,603599
603596..603940,+,114,16077626,603596,603940
604103..604576,+,157,16077627,604103,604576
604736..606379,-,547,16077628,604736,606379
606699..608075,-,458,16077629,606699,608075
608246..608764,-,172,16077630,608246,608764
608933..609391,+,152,16077631,608933,609391
609388..612045,+,885,16077632,609388,612045
612191..612820,-,209,16077633,612191,612820
612836..613330,-,164,16077634,612836,613330
613641..614849,+,402,16077635,613641,614849
614885..615622,-,245,255767147,614885,615622
615871..616545,+,224,16077637,615871,616545
616672..617934,+,420,255767148,616672,617934
618095..619282,+,395,255767149,618095,619282
619321..620031,-,236,16077640,619321,620031
620097..621485,-,462,255767150,620097,621485
621847..622218,+,123,16077642,621847,622218
622293..622790,-,165,16077643,622293,622790
622808..623290,-,160,16077644,622808,623290
623373..624350,+,325,16077645,623373,624350
624492..625109,+,205,16077646,624492,625109
625125..626291,-,388,50812189,625125,626291
626622..626933,+,103,16077648,626622,626933
626933..627265,+,110,255767151,626933,627265
627284..628612,+,442,16077650,627284,628612
628630..630027,+,465,16077651,628630,630027
630170..630883,+,237,16077652,630170,630883
630912..631811,+,299,16077653,630912,631811
631808..632755,+,315,16077654,631808,632755
632774..633862,+,362,255767152,632774,633862
640662..641639,+,325,16077657,640662,641639
641654..642130,+,158,16077658,641654,642130
642111..642800,+,229,16077659,642111,642800
642810..643265,+,151,16077660,642810,643265
643258..644298,+,346,16077661,643258,644298
644528..646456,-,642,255767153,644528,646456
646582..647094,+,170,16077663,646582,647094
647091..647738,+,215,16077664,647091,647738
647760..647933,+,57,16077665,647760,647933
647940..648704,+,254,16077666,647940,648704
648742..648933,-,63,16077667,648742,648933
648930..649664,-,244,16077668,648930,649664
649903..650187,+,94,50812190,649903,650187
650234..651868,+,544,16077670,650234,651868
653432..653812,+,126,16077671,653432,653812
654071..654343,+,90,255767154,654071,654343
655223..656506,+,427,16077673,655223,656506
656528..657697,+,389,16077674,656528,657697
659623..660564,+,313,16077676,659623,660564
660596..661627,+,343,16077677,660596,661627
661630..663027,+,465,16077678,661630,663027
663601..663936,+,111,16077679,663601,663936
664319..664669,+,116,16077680,664319,664669
664775..667264,-,829,16077681,664775,667264
667466..668527,+,353,16077682,667466,668527
668601..669992,+,463,16077683,668601,669992
670087..671049,+,320,16077684,670087,671049
671245..671928,+,227,16077685,671245,671928
671994..673019,+,341,16077686,671994,673019
673019..673783,+,254,16077687,673019,673783
673814..674785,+,323,16077688,673814,674785
674832..675857,-,341,16077689,674832,675857
676442..677863,+,473,16077690,676442,677863
677911..678951,-,346,16077691,677911,678951
679390..679761,+,123,16077692,679390,679761
679827..680873,+,348,16077693,679827,680873
680907..681065,-,52,255767155,680907,681065
681255..681464,-,69,16077694,681255,681464
681547..682362,-,271,16077695,681547,682362
682375..683364,-,329,16077696,682375,683364
683462..685003,-,513,16077697,683462,685003
685155..686564,-,469,255767156,685155,686564
686602..686889,-,95,255767157,686602,686889
686962..687834,+,290,16077699,686962,687834
688184..689146,+,320,255767158,688184,689146
689146..690342,+,398,255767159,689146,690342
690364..692577,+,737,255767160,690364,692577
692740..694281,+,513,255767161,692740,694281
694662..695984,+,440,16077704,694662,695984
696195..696998,+,267,50812191,696195,696998
697157..697324,+,55,255767162,697157,697324
697538..698092,+,184,50812193,697538,698092
698092..698289,+,65,16077709,698092,698289
698612..699100,+,162,16077710,698612,699100
699093..700235,+,380,255767163,699093,700235
700232..701527,+,431,16077712,700232,701527
701601..702326,+,241,16077713,701601,702326
702319..702573,+,84,16077714,702319,702573
702570..703253,+,227,16077715,702570,703253
703237..705465,+,742,255767164,703237,705465
705441..706871,+,476,255767165,705441,706871
706973..708013,+,346,255767166,706973,708013
708010..708597,+,195,255767167,708010,708597
708594..710132,+,512,255767168,708594,710132
710148..711416,+,422,16077721,710148,711416
711456..711875,-,139,255767169,711456,711875
712019..713293,+,424,255767170,712019,713293
713308..713535,-,75,255767171,713308,713535
713664..715406,+,580,16077724,713664,715406
715433..716428,+,331,16077725,715433,716428
716431..716745,+,104,16077726,716431,716745
716780..718357,-,525,16077727,716780,718357
718622..719308,+,228,16077728,718622,719308
719370..721589,+,739,16077729,719370,721589
721613..723619,+,668,16077730,721613,723619
723635..724825,+,396,16077731,723635,724825
724987..725997,+,336,16077732,724987,725997
726035..726733,-,232,16077733,726035,726733
726840..728318,-,492,16077734,726840,728318
728732..729022,+,96,16077735,728732,729022
729038..730495,+,485,16077736,729038,730495
730509..731939,+,476,50812194,730509,731939
731954..732823,-,289,16077738,731954,732823
732916..736113,+,1065,16077739,732916,736113
736436..737347,+,303,16077740,736436,737347
737603..738982,+,459,16077741,737603,738982
738995..739897,-,300,16077742,738995,739897
739878..740213,+,111,255767172,739878,740213
740288..742927,+,879,16077744,740288,742927
742939..744738,+,599,255767173,742939,744738
744851..745999,+,382,255767174,744851,745999
746261..746566,-,101,16077747,746261,746566
746633..746839,-,68,16077748,746633,746839
747079..747534,-,151,255767175,747079,747534
747554..749563,-,669,255767176,747554,749563
749775..750797,+,340,255767177,749775,750797
750959..752089,+,376,255767178,750959,752089
752079..752252,+,57,255767179,752079,752252
752412..753131,+,239,255767180,752412,753131
