Location,Strand,Length,PID,Gene,Synonym,Code,COG,Product
52763..53023,+,86,16077112,veg,BSU00440,-,COG4466S
53183..53368,+,61,16077113,sspF,BSU00450,-,-
53516..54385,+,289,16077114,ipk,BSU00460,-,COG1947I
54441..55298,+,285,16077115,purR,BSU00470,-,COG0503F
55295..55672,+,125,16077116,yabJ,BSU00480,-,COG0251J
55866..56159,+,97,16077117,spoVG,BSU00490,-,COG2088M
56352..57722,+,456,16077118,glmU,BSU00500,-,COG1207M
57745..58698,+,317,16077119,prs,BSU00510,-,COG0462FE
58783..59397,+,204,16077120,ctc,BSU00520,-,COG1825J
59504..60070,+,188,16077121,pth,BSU00530,-,COG0193J
60130..60360,+,76,16077122,yabK,BSU00540,-,-
60430..63963,+,1177,16077123,mfd,BSU00550,-,COG1197LK
64099..64635,+,178,16077124,spoVT,BSU00560,-,COG2002K
64817..66415,+,532,16077125,yabM,BSU00570,-,COG2244R
66405..67874,+,489,16077126,yabN,BSU00580,-,COG3956R
67877..68137,+,86,16077127,yabO,BSU00590,-,COG1188J
68216..68518,+,100,16077128,yabP,BSU00600,-,-
68515..69150,+,211,16077129,yabQ,BSU00610,-,-
69168..69545,+,125,16077130,divIC,BSU00620,-,COG2919D
69626..70012,+,128,16077131,yabR,BSU00630,-,COG1098J
70538..73021,+,827,16077132,spoIIE,BSU00640,-,COG2208TK
73106..73843,+,245,16077133,yabS,BSU00650,-,COG2304R
73809..74825,+,338,50812174,yabT,BSU00660,-,COG0515RTKL
74929..76347,+,472,16077135,tilS,BSU00670,-,COG0037D
76344..76886,+,180,16077136,hprT,BSU00680,-,COG0634F
76984..78897,+,637,16077137,ftsH,BSU00690,-,COG0465O
79092..79868,+,258,255767018,coaX,BSU00700,-,COG1521K
79880..80755,+,291,16077139,hslO,BSU00710,-,COG1281O
80802..81695,+,297,16077140,yacD,BSU00720,-,COG0760O
81771..82697,+,308,16077141,cysK,BSU00730,-,COG0031E
82864..84276,+,470,16077142,pabB,BSU00740,-,COG0147EH
84290..84874,+,194,16077143,pabA,BSU00750,-,COG0512EH
84874..85755,+,293,16077144,pabC,BSU00760,-,COG0115EH
85737..86594,+,285,16077145,sul,BSU00770,-,COG0294H
86587..86949,+,120,16077146,folB,BSU00780,-,COG1539H
86946..87449,+,167,16077147,folK,BSU00790,-,COG0801H
87401..87610,+,69,16077148,yazB,BSU00800,-,COG1476K
87634..88635,+,333,16077149,dusB,BSU00810,-,COG0042J
88727..90226,+,499,16077150,lysS,BSU00820,-,COG1190J
101449..101913,+,154,16077151,ctsR,BSU00830,-,COG4463K
101927..102484,+,185,16077152,mcsA,BSU00840,-,COG3880S
102484..103575,+,363,16077153,mcsB,BSU00850,-,COG3869E
103572..106004,+,810,16077154,clpC,BSU00860,-,COG0542O
106096..107472,+,458,16077155,radA,BSU00870,-,COG1066O
107476..108558,+,360,16077156,yacK,BSU00880,-,COG1623R
108674..109774,+,366,16077157,yacL,BSU00890,-,COG4956R
109789..110487,+,232,16077158,ispD,BSU00900,-,COG1211I
110480..110956,+,158,16077159,ispF,BSU00910,-,COG0245I
111047..112498,+,483,16077160,gltX,BSU00920,-,COG0008J
112800..113453,+,217,16077161,cysE,BSU00930,-,COG1045E
113450..114850,+,466,16077162,cysS,BSU00940,-,COG0215J
114854..115285,+,143,16077163,mrnC,BSU00950,-,COG1939S
115269..116018,+,249,16077164,rlmB,BSU00960,-,COG0566J
116025..116537,+,170,16077165,yacP,BSU00970,-,COG3688R
116600..117256,+,218,16077166,sigH,BSU00980,-,COG1595K
117349..117498,+,49,16077167,rpmG,BSU00990,-,COG0267J
117532..117711,+,59,16077168,secE,BSU01000,-,COG0690U
117890..118423,+,177,16077169,nusG,BSU01010,-,COG0250K
118591..119016,+,141,255767019,rplK,BSU01020,-,COG0080J
119111..119809,+,232,255767020,rplA,BSU01030,-,COG0081J
120061..120561,+,166,255767021,rplJ,BSU01040,-,COG0244J
120607..120978,+,123,16077173,rplL,BSU01050,-,COG0222J
121068..121673,+,201,16077174,ybxB,BSU01060,-,COG2813J
121919..125500,+,1193,255767022,rpoB,BSU01070,-,COG0085K
125562..129161,+,1199,255767023,rpoC,BSU01080,-,COG0086K
129340..129588,+,82,16077177,ybxF,BSU01090,-,COG1358J
129702..130118,+,138,255767024,rpsL,BSU01100,-,COG0048J
130160..130630,+,156,255767025,rpsG,BSU01110,-,COG0049J
130684..132762,+,692,255767026,fusA,BSU01120,-,COG0480J
132882..134072,+,396,16077181,tufA,BSU01130,-,COG0050J
134171..135127,+,318,255767027,ybaC,BSU01140,-,COG0596R
135364..135672,+,102,16077183,rpsJ,BSU01150,-,COG0051J
135712..136341,+,209,16077184,rplC,BSU01160,-,COG0087J
136369..136992,+,207,16077185,rplD,BSU01170,-,COG0088J
136992..137279,+,95,255767028,rplW,BSU01180,-,COG0089J
137311..138144,+,277,255767029,rplB,BSU01190,-,COG0090J
138202..138480,+,92,16077188,rpsS,BSU01200,-,COG0185J
138497..138838,+,113,16077189,rplV,BSU01210,-,COG0091J
138842..139498,+,218,255767030,rpsC,BSU01220,-,COG0092J
139500..139934,+,144,16077191,rplP,BSU01230,-,COG0197J
139924..140124,+,66,16077192,rpmC,BSU01240,-,COG0255J
140147..140410,+,87,16077193,rpsQ,BSU01250,-,COG0186J
140451..140819,+,122,16077194,rplN,BSU01260,-,COG0093J
140857..141168,+,103,16077195,rplX,BSU01270,-,COG0198J
141195..141734,+,179,16077196,rplE,BSU01280,-,COG0094J
141757..141942,+,61,16077197,rpsN,BSU01290,-,COG0199J
141974..142372,+,132,255767031,rpsH,BSU01300,-,COG0096J
142402..142941,+,179,16077199,rplF,BSU01310,-,COG0097J
142974..143336,+,120,255767032,rplR,BSU01320,-,COG0256J
143361..143861,+,166,16077201,rpsE,BSU01330,-,COG0098J
143875..144054,+,59,16077202,rpmD,BSU01340,-,COG1841J
144085..144525,+,146,16077203,rplO,BSU01350,-,COG0200J
144527..145822,+,431,16077204,secY,BSU01360,-,COG0201U
145877..146530,+,217,16077205,adk,BSU01370,-,COG0563F
146527..147273,+,248,16077206,mapA,BSU01380,-,COG0024J
147312..147536,+,74,255767033,ybzG,BSU01389,-,-
147585..147803,+,72,16077207,infA,BSU01390,-,COG0361J
147837..147950,+,37,16077208,rpmJ,BSU01400,-,COG0257J
147973..148338,+,121,255767034,rpsM,BSU01410,-,COG0099J
148359..148754,+,131,16077210,rpsK,BSU01420,-,COG0100J
148931..149875,+,314,16077211,rpoA,BSU01430,-,COG0202K
149953..150315,+,120,16077212,rplQ,BSU01440,-,COG0203J
150443..151288,+,281,255767035,cbiO,BSU01450,-,COG1122P
151303..152133,+,276,16077214,cbiO,BSU01460,-,COG1122P
152130..152927,+,265,255767036,ybaF,BSU01470,-,COG0619P
152937..153680,+,247,255767037,truA,BSU01480,-,COG0101J
153842..154279,+,145,255767038,rplM,BSU01490,-,COG0102J
154300..154692,+,130,16077218,rpsI,BSU01500,-,COG0103J
155156..155923,+,255,255767039,ybaJ,BSU01510,-,COG2227H
156109..156552,+,147,16077220,ybaK,BSU01520,-,-
156612..157325,+,237,16077221,cwlD,BSU01530,-,COG0860M
157421..158479,+,352,16077222,salA,BSU01540,-,COG0489D
158515..159072,-,185,16077223,gerD,BSU01550,-,-
159182..159778,+,198,16077224,kbaA,BSU01560,-,COG0474P
159779..160543,-,254,16077225,ybaN,BSU01570,-,COG0726G
177083..178519,+,478,16077226,ybaR,BSU01580,-,COG0659P
178665..179585,+,306,255767040,ybaS,BSU01590,-,COG0385R
179595..180347,-,250,255767041,ybbA,BSU01600,-,COG2819R
180344..181354,-,336,255767042,feuC,BSU01610,-,COG0609P
181347..182351,-,334,16077230,feuB,BSU01620,-,COG0609P
182370..183323,-,317,16077231,feuA,BSU01630,-,COG0614P
183414..185003,-,529,16077232,ybbB,BSU01640,-,COG0614P
185194..186438,-,414,16077233,ybbC,BSU01650,-,COG3876S
186452..188380,-,642,16077234,ybbD,BSU01660,-,COG1472G
188408..189733,-,441,255767043,ybbE,BSU01670,-,COG1680V
189790..191157,-,455,255767044,ybbF,BSU01680,-,COG1263G
191183..192034,-,283,16077237,ybbH,BSU01690,-,COG1737K
192051..192965,-,304,16077238,murQ,BSU01700,-,COG2103R
193075..193557,-,160,255767045,ybbJ,BSU01710,-,COG1670J
193570..194025,-,151,255767046,ybbK,BSU01720,-,COG1683S
194849..195412,+,187,16077241,sigW,BSU01730,-,COG1595K
195426..196052,+,208,16077242,rsiW,BSU01740,-,COG5662K
196213..197034,+,273,255767047,ybbP,BSU01750,-,COG1624S
197027..198478,+,483,255767048,ybbR,BSU01760,-,COG4856S
198497..199843,+,448,16077245,glmM,BSU01770,-,COG1109G
200277..202079,+,600,16077246,glmS,BSU01780,-,COG0449M
202547..203458,-,303,16077248,alkA,BSU01800,-,COG0122L
203729..204364,+,211,16077249,adaA,BSU01810,-,COG2169F
204351..204890,+,179,16077250,adaB,BSU01820,-,COG0350L
205409..206926,+,505,16077251,ndhF,BSU01830,-,COG1009CP
206941..209556,+,871,255767049,ybcC,BSU01845,-,COG3002S
209633..210160,+,175,16077254,ybcF,BSU01860,-,COG0288P
210224..210514,+,96,16077255,ybcH,BSU01870,-,-
210572..210946,+,124,16077256,ybcI,BSU01880,-,COG5609S
211429..211731,+,100,255767050,ybzH,BSU01889,-,COG0640K
211859..213031,+,390,16077257,ybcL,BSU01890,-,COG2814G
213155..213469,+,104,16077258,ybcM,BSU01900,-,COG0449M
213941..214108,+,55,16077259,skfA,BSU01910,-,-
214175..215407,+,410,50812176,skfB,BSU01920,-,COG0535R
215404..216894,+,496,255767051,skfC,BSU01935,-,-
216913..217632,+,239,16077264,skfE,BSU01950,-,COG1131V
217697..219040,+,447,255767052,skfF,BSU01960,-,-
219087..219602,+,171,255767053,skfG,BSU01970,-,-
219607..220032,+,141,255767054,skfH,BSU01980,-,-
220279..221256,+,325,255767055,ybdG,BSU01990,-,COG0596R
221258..221929,+,223,16077269,ybdJ,BSU02000,-,COG0745TK
221950..222912,+,320,16077270,ybdK,BSU02010,-,COG0642T
222971..223234,+,87,255767056,ybzI,BSU02019,-,-
223219..223989,-,256,16077272,ybdM,BSU02030,-,COG0515RTKL
224075..224932,-,285,16077273,ybdN,BSU02040,-,-
225064..226248,+,394,16077274,ybdO,BSU02050,-,-
226566..227954,+,462,16077275,ybxG,BSU02060,-,COG1113E
228066..228314,+,82,16077276,csgA,BSU02070,-,-
228331..228522,+,63,16077277,ybxH,BSU02080,-,-
228549..229352,-,267,16077278,ybxI,BSU02090,-,COG2602V
229525..230778,+,417,16077279,cypC,BSU02100,-,COG2124Q
230819..231079,-,86,16077280,ybyB,BSU02110,-,-
231348..232967,+,539,255767057,ybeC,BSU02120,-,COG0531E
233014..233895,-,293,16077282,glpQ,BSU02130,-,COG0584C
233994..235328,-,444,16077283,glpT,BSU02140,-,COG2271G
235625..235873,+,82,16077284,ybeF,BSU02150,-,-
235965..236882,+,305,16077285,ybfA,BSU02160,-,COG1846K
236879..238129,+,416,16077286,ybfB,BSU02170,-,COG2271G
238164..238448,-,94,255767058,ybfE,BSU02180,-,-
238644..239555,-,303,16077288,ybfF,BSU02190,-,-
239644..241842,-,732,16077289,ybfG,BSU02200,-,COG3409M
241917..242837,-,306,16077290,ybfH,BSU02210,-,COG0697GER
242834..243661,-,275,16077291,ybfI,BSU02220,-,COG4977K
243892..245046,+,384,16077292,purT,BSU02230,-,COG0027F
245190..246131,+,313,16077293,mpr,BSU02240,-,COG3591E
246094..246492,+,132,16077294,ybfJ,BSU02250,-,-
246658..247548,+,296,16077295,ybfK,BSU02260,-,COG0596R
247744..248277,+,177,16077296,pssA,BSU02270,-,COG1183I
248268..248756,+,162,16077297,ybfM,BSU02280,-,COG0586S
248749..249540,+,263,16077298,psd,BSU02290,-,COG0688I
249595..249873,+,92,16077299,ybfN,BSU02300,-,-
249979..251319,+,446,16077300,ybfO,BSU02310,-,COG2312R
251427..252314,+,295,16077301,ybfP,BSU02320,-,COG2207K
252514..253482,+,322,16077302,ybfQ,BSU02330,-,COG1054R
253518..254762,-,414,16077303,gltP,BSU02340,-,COG1301C
254907..256802,-,631,16077304,nagP,BSU02350,-,COG1263G
256823..257572,-,249,16077305,nagBB,BSU02360,-,COG0363G
257791..258498,+,235,16077306,ybgA,BSU02370,-,COG2188K
258532..258807,+,91,16077307,ybgB,BSU02380,-,COG5658S
259016..260086,+,356,16077308,ybgE,BSU02390,-,COG0115EH
260123..261535,-,470,16077309,ybgF,BSU02400,-,COG0833E
261656..262603,-,315,16077310,mmuM,BSU02410,-,COG2040E
262732..264168,-,478,255767059,glnT,BSU02420,-,COG1115E
264191..265174,-,327,16077312,ybgJ,BSU02430,-,COG2066E
265476..266708,+,410,255767060,glnJ,BSU02440,-,COG0642T
266719..267663,+,314,16077314,glnL,BSU02450,-,COG4753T
267890..268816,+,308,255767061,ycbC,BSU02460,-,COG0329EM
268846..270312,+,488,16077316,ycbD,BSU02470,-,COG1012C
270396..271763,+,455,255767062,gudP,BSU02480,-,COG2271G
271800..273167,+,455,255767063,gudD,BSU02490,-,COG4948MR
273237..273938,+,233,255767064,ycbG,BSU02500,-,COG2186K
274029..275561,+,510,255767065,garD,BSU02510,-,COG2721G
275838..276758,+,306,16077321,ycbJ,BSU02520,-,COG3173R
277160..277321,+,53,16077322,rtpA,BSU02530,-,COG0484O
277342..278280,+,312,16077323,ycbK,BSU02540,-,COG0697GER
278377..279057,+,226,255767066,ycbL,BSU02550,-,COG0745TK
279059..279994,+,311,255767067,ycbM,BSU02560,-,COG0642T
280086..281009,+,307,255767068,ycbN,BSU02570,-,COG1131V
281028..281714,+,228,255767069,ycbO,BSU02580,-,-
281769..282155,-,128,16077328,ycbP,BSU02590,-,-
282469..282897,+,142,255767070,cwlJ,BSU02600,-,COG3773M
283003..283734,+,243,255767071,ycbR,BSU02610,-,-
283816..283992,+,58,255767072,yczK,BSU02619,-,-
284011..285762,+,583,255767073,phoD,BSU02620,-,COG3540P
285775..285987,+,70,255767074,tatAD,BSU02630,-,COG1826U
286048..286776,+,242,255767075,tatCD,BSU02640,-,COG0805U
286773..287420,-,215,16077334,pcp,BSU02650,-,COG2039O
287499..288611,+,370,255767076,ycbU,BSU02660,-,COG0520E
288653..290092,-,479,16077336,lmrB,BSU02670,-,COG2814G
290132..290698,-,188,16077337,lmrA,BSU02680,-,COG1309K
290915..292042,+,375,16077338,ansZ,BSU02690,-,COG0252EJ
292205..292843,+,212,16077339,estA,BSU02700,-,COG1075R
292881..293264,-,127,16077340,yczC,BSU02710,-,COG1714S
293499..294575,+,358,16077341,yccF,BSU02720,-,COG3318R
294615..295571,-,318,16077342,natK,BSU02730,-,COG3290T
295584..296285,-,233,16077343,natR,BSU02740,-,COG3279KT
296429..297169,+,246,16077344,natA,BSU02750,-,COG4555CP
297170..298330,+,386,16077345,natB,BSU02760,-,COG1668CP
298466..299398,+,310,16077346,yccK,BSU02770,-,COG0667C
299438..300502,-,354,16077347,ycdA,BSU02780,-,-
300830..302248,+,472,16077348,ycdB,BSU02790,-,COG3227E
302435..303796,+,453,16077349,ycdC,BSU02800,-,-
303804..304307,-,167,16077350,cwlK,BSU02810,-,COG1876M
304430..305551,+,373,16077351,rapJ,BSU02820,-,-
305658..306434,+,258,16077352,ycdF,BSU02830,-,COG1028IQR
306459..308144,+,561,16077353,ycdG,BSU02840,-,COG0366G
308332..309291,+,319,16077354,adcA,BSU02850,-,COG0803P
309347..310042,+,231,16077355,adcC,BSU02860,-,COG1121P
310000..310842,+,280,16077356,adcB,BSU02870,-,COG1108P
310880..311875,-,331,255767077,yceB,BSU02880,-,COG2141C
312159..312758,+,199,16077358,yceC,BSU02890,-,COG2310T
312780..313361,+,193,16077359,yceD,BSU02900,-,COG2310T
313396..313974,+,192,16077360,yceE,BSU02910,-,COG2310T
314025..314798,+,257,16077361,yceF,BSU02920,-,COG0861P
314883..316496,+,537,16077362,yceG,BSU02930,-,-
316512..317603,+,363,16077363,yceH,BSU02940,-,COG3853P
317725..318927,+,400,16077364,yceI,BSU02950,-,COG2814G
319180..320352,-,390,16077365,yceJ,BSU02960,-,COG2814G
320421..320723,-,100,16077366,yceK,BSU02970,-,COG0640K
321013..322269,+,418,255767078,opuAA,BSU02980,-,COG4175E
322271..323119,+,282,16077368,opuAB,BSU02990,-,COG4176E
323119..324000,+,293,16077369,opuAC,BSU03000,-,COG2113E
324038..325189,-,383,255767079,amhX,BSU03010,-,COG1473R
325339..326772,+,477,255767080,ycgA,BSU03020,-,COG1288S
326888..327469,+,193,255767081,ycgB,BSU03030,-,-
327618..329597,+,659,255767082,amyE,BSU03040,-,COG0366G
329774..330739,+,321,255767083,ldh,BSU03050,-,COG0039C
330771..332396,+,541,255767084,lctP,BSU03060,-,COG1620C
332441..333979,-,512,255767085,mdr,BSU03070,-,COG2814G
334092..334556,+,154,255767086,ycgE,BSU03080,-,COG1846K
334630..335259,+,209,16077378,ycgF,BSU03090,-,COG1280E
335329..336090,+,253,255767087,ycgG,BSU03100,-,COG3403S
336092..337432,-,446,255767088,ycgH,BSU03110,-,COG1113E
337562..338158,+,198,255767089,ycgI,BSU03120,-,COG3665S
338288..339106,+,272,16077382,nadE,BSU03130,-,COG0171H
339156..339749,-,197,255767090,tmrB,BSU03140,-,-
340025..340585,+,186,255767091,aroK,BSU03150,-,COG0703E
340613..341374,-,253,255767092,ycgJ,BSU03160,-,COG2226H
341492..342466,+,324,255767093,ycgK,BSU03170,-,COG0583K
342538..343494,+,318,16077387,cah,BSU03180,-,COG3458Q
343578..344360,+,260,16077388,ycgL,BSU03190,-,COG3541R
344551..345462,+,303,16077389,ycgM,BSU03200,-,COG0506E
345479..347026,+,515,255767094,ycgN,BSU03210,-,COG1012C
347150..348571,+,473,255767095,ycgO,BSU03220,-,COG0591ER
348724..349959,+,411,255767096,ycgP,BSU03230,-,COG2508TQ
349996..350853,-,285,16077393,ycgQ,BSU03240,-,COG3689S
350858..351742,-,294,16077394,ycgR,BSU03250,-,COG0701R
351842..352696,-,284,16077395,ycgS,BSU03260,-,COG0596R
352858..353868,+,336,16077396,ycgT,BSU03270,-,COG0492O
353900..355351,-,483,16077397,nasF,BSU03280,-,COG0007H
355412..355732,-,106,16077398,nasE,BSU03290,-,COG2146PR
355764..358181,-,805,16077399,nasD,BSU03300,-,COG1251C
358303..360435,-,710,255767097,nasC,BSU03310,-,COG3383R
360442..362757,-,771,255767098,nasB,BSU03320,-,COG1251C
362937..364142,+,401,255767099,nasA,BSU03330,-,COG2223P
364259..365173,+,304,255767100,yciA,BSU03340,-,COG1469S
365170..365754,+,194,255767101,yciB,BSU03350,-,COG1376S
365850..366035,+,61,255767102,yczL,BSU03359,-,-
366063..367256,+,397,16077405,yciC,BSU03360,-,COG0523R
367305..367985,-,226,16077406,yckA,BSU03370,-,COG0765E
367995..368858,-,287,16077407,yckB,BSU03380,-,COG0834ET
369236..369691,+,151,16077408,yckC,BSU03390,-,COG1714S
369773..370105,+,110,16077409,yckD,BSU03400,-,-
370259..371692,+,477,16077410,bglC,BSU03410,-,COG2723G
371729..372127,-,132,16077411,nin,BSU03420,-,-
372154..372597,-,147,50812179,nucA,BSU03430,-,COG0008J
372771..374492,-,573,255767103,tlpC,BSU03440,-,COG0840NT
374603..375160,-,185,16077414,hxlB,BSU03450,-,COG0794M
375166..375798,-,210,16077415,hxlA,BSU03460,-,COG0269G
376032..376394,+,120,255767104,hxlR,BSU03470,-,COG1733K
376968..387731,+,3587,255767105,srfAA,BSU03480,-,COG1020Q
387744..398495,+,3583,255767106,srfAB,BSU03490,-,COG1020Q
390880..391020,+,46,16077419,comS,BSU03500,-,-
398532..402359,+,1275,255767107,srfAC,BSU03510,-,COG1020Q
402388..403116,+,242,16077421,srfAD,BSU03520,-,COG3208Q
403217..404443,+,408,255767108,ycxA,BSU03530,-,COG2271G
404458..405015,-,185,16077423,ycxB,BSU03540,-,-
405069..406007,-,312,255767109,ycxC,BSU03550,-,COG0697GER
406131..407465,+,444,16077425,ycxD,BSU03560,-,COG1167KE
408240..408887,-,215,255767110,yczE,BSU03580,-,COG2364S
409208..409951,-,247,255767111,tcyC,BSU03590,-,COG1126E
409965..410669,-,234,16077428,tcyB,BSU03600,-,COG0765E
410656..411462,-,268,255767112,tcyA,BSU03610,-,COG0834ET
411578..412450,-,290,16077430,yclA,BSU03620,-,COG0583K
412540..413154,+,204,16077431,yclB,BSU03630,-,COG0163H
413157..414578,+,473,16077432,ubiD,BSU03640,-,COG0043H
414595..414822,+,75,255767113,bsdD,BSU03651,-,-
414819..415283,+,154,255767114,yclD,BSU03652,-,-
415350..416195,+,281,255767115,yclE,BSU03660,-,COG0596R
416235..417713,-,492,255767116,dtpT,BSU03670,-,COG3104E
417993..419747,+,584,16077436,yclG,BSU03680,-,COG3420P
419763..419984,-,73,16077437,yczF,BSU03690,-,-
420110..421744,+,544,16077438,gerKA,BSU03700,-,-
421734..422957,+,407,16077439,gerKC,BSU03710,-,-
422982..424103,+,373,16077440,gerKB,BSU03720,-,COG1115E
424208..424888,-,226,16077441,yclH,BSU03730,-,COG1136V
424904..426364,-,486,255767117,yclI,BSU03740,-,COG0577V
426577..427260,+,227,16077443,yclJ,BSU03750,-,COG0745TK
427247..428668,+,473,16077444,yclK,BSU03760,-,COG0642T
428831..429979,+,382,16077445,rapC,BSU03770,-,COG1729S
429963..430085,+,40,16077446,phrC,BSU03780,-,-
430356..430469,-,37,255767119,yczN,BSU03789,-,-
430623..431987,-,454,16077447,yclM,BSU03790,-,COG0527E
432372..433322,+,316,16077448,yclN,BSU03800,-,COG4606P
433315..434262,+,315,16077449,yclO,BSU03810,-,COG4605P
434256..435014,+,252,16077450,yclP,BSU03820,-,COG4604P
435036..435989,+,317,16077451,yclQ,BSU03830,-,COG4607P
436036..437454,-,472,16077452,ycnB,BSU03840,-,COG2814G
437474..438352,-,292,255767120,ycnC,BSU03850,-,COG1309K
438516..439265,-,249,16077454,ycnD,BSU03860,-,COG0778C
439282..439569,-,95,16077455,ycnE,BSU03870,-,COG1359S
439709..440023,+,104,16077456,yczG,BSU03880,-,COG0640K
440025..441464,-,479,16077457,gabR,BSU03890,-,COG1167KE
441571..442881,+,436,16077458,gabT,BSU03900,-,COG0160E
442950..444338,+,462,16077459,gabD,BSU03910,-,COG1012C
444461..445324,+,287,16077460,glcU,BSU03920,-,COG4975G
445344..446129,+,261,16077461,gdh,BSU03930,-,COG1028IQR
446174..446788,-,204,16077462,ycnI,BSU03940,-,COG4549S
446801..448426,-,541,255767121,ycnJ,BSU03950,-,COG1276P
448461..449033,-,190,16077464,ycnK,BSU03960,-,COG1349KG
449198..449551,+,117,16077465,ycnL,BSU03970,-,-
449724..451160,+,478,255767122,mtlA,BSU03981,-,COG2213G
451185..451616,+,143,255767123,mtlF,BSU03982,-,COG4668G
451618..452739,+,373,255767124,mtlD,BSU03990,-,COG0246G
452830..453894,+,354,255767125,ycsA,BSU04000,-,COG0473CE
454029..454592,+,187,16077469,sipU,BSU04010,-,COG0681U
454652..455260,-,202,255767126,yczH,BSU04020,-,COG0412Q
455346..455738,+,130,50812182,ycsD,BSU04030,-,COG0764I
455771..455935,-,54,255767127,yczO,BSU04039,-,-
456068..456817,+,249,255767128,ycsE,BSU04040,-,COG0561R
457023..457796,+,257,255767129,ycsF,BSU04050,-,COG1540R
457811..459025,+,404,255767130,ycsG,BSU04060,-,COG1914P
459049..459822,+,257,255767131,ycsI,BSU04070,-,COG4336S
459867..460589,+,240,50812186,kipI,BSU04080,-,COG2049E
460592..461599,+,335,255767132,kipA,BSU04090,-,COG1984E
461615..462367,+,250,255767133,kipR,BSU04100,-,COG1414K
462431..463072,+,213,16077478,lipC,BSU04110,-,COG2755E
463245..463490,+,81,16077479,yczI,BSU04120,-,-
463496..463783,-,95,16077480,yczJ,BSU04130,-,COG2329R
463934..465940,+,668,16077481,pbpC,BSU04140,-,COG0768M
466042..466944,+,300,16077482,ycsN,BSU04150,-,COG4989R
467130..469214,+,694,16077483,mtlR,BSU04160,-,COG3711K
469426..470937,+,503,255767134,ydaB,BSU04170,-,COG0318IQ
470957..471502,-,181,16077485,ydaC,BSU04180,-,COG2226H
471709..472569,+,286,16077486,ydaD,BSU04190,-,COG1028IQR
472585..473088,+,167,16077487,ydaE,BSU04200,-,COG3822R
473174..473725,+,183,16077488,ydaF,BSU04210,-,COG1670J
473803..474225,+,140,16077489,ydaG,BSU04220,-,COG3871R
474731..475540,+,269,16077490,ydaH,BSU04230,-,-
475584..475874,-,96,16077491,ydzA,BSU04240,-,-
476059..476493,+,144,16077492,lrpC,BSU04250,-,COG1522K
476558..478741,+,727,16077493,topB,BSU04260,-,COG0550L
478944..480032,+,362,16077494,ydaJ,BSU04270,-,-
480013..480864,+,283,16077495,ydaK,BSU04280,-,COG2199T
480875..482584,+,569,16077496,ydaL,BSU04290,-,COG5298S
482577..483839,+,420,16077497,ydaM,BSU04300,-,COG1215M
