Location,Strand,Length,PID,start,end
149889..150455,-,188,384435365,149889,150455
150594..152132,-,512,384435366,150594,152132
152154..153050,-,298,384435367,152154,153050
153622..153996,+,124,384435368,153622,153996
154143..154679,+,178,384435369,154143,154679
154703..155461,+,252,384435370,154703,155461
155473..156258,+,261,384435371,155473,156258
156391..156651,+,86,384435372,156391,156651
156741..157013,-,90,384435373,156741,157013
157050..158615,-,521,384435374,157050,158615
158757..159737,-,326,384435375,158757,159737
159812..159961,-,49,384435376,159812,159961
160004..160093,-,29,384435377,160004,160093
160258..161058,+,266,384435378,160258,161058
161088..161642,-,184,384435379,161088,161642
161768..163663,-,631,384435380,161768,163663
164037..165821,-,594,384435381,164037,165821
165871..166389,-,172,384435382,165871,166389
166416..168152,-,578,384435383,166416,168152
168533..169921,+,462,384435384,168533,169921
169934..170566,-,210,384435385,169934,170566
170572..171840,+,422,384435386,170572,171840
171939..172883,-,314,384435387,171939,172883
173014..174525,-,503,384435388,173014,174525
174586..175143,-,185,384435389,174586,175143
175143..175682,-,179,384435390,175143,175682
175708..176139,-,143,384435391,175708,176139
176256..176501,-,81,384435392,176256,176501
176693..177439,-,248,384435393,176693,177439
177592..178038,-,148,384435394,177592,178038
178237..179682,+,481,384435395,178237,179682
179734..181047,+,437,384435396,179734,181047
181073..182221,+,382,384435397,181073,182221
182354..183298,+,314,384435398,182354,183298
183493..183849,+,118,384435399,183493,183849
183935..184924,-,329,384435400,183935,184924
184968..185636,-,222,384435401,184968,185636
185772..186554,-,260,384435402,185772,186554
186601..188898,-,765,384435403,186601,188898
189128..189715,+,195,384435404,189128,189715
190033..190818,+,261,384435405,190033,190818
190815..191954,-,379,384435406,190815,191954
192136..192783,+,215,384435407,192136,192783
192870..194306,+,478,384435408,192870,194306
194310..194801,+,163,384435409,194310,194801
194859..195617,+,252,384435410,194859,195617
195685..196305,+,206,384435411,195685,196305
196611..196991,+,126,384435412,196611,196991
197072..197557,+,161,384435413,197072,197557
197624..200185,+,853,384435414,197624,200185
200405..202525,+,706,384435415,200405,202525
202554..204395,+,613,384435416,202554,204395
204604..206397,+,597,384435417,204604,206397
206863..208338,-,491,384435418,206863,208338
208549..209427,-,292,384435419,208549,209427
209527..209826,-,99,384435420,209527,209826
209896..210546,-,216,384435421,209896,210546
210781..211629,+,282,384435422,210781,211629
211734..213068,+,444,384435423,211734,213068
213031..215037,-,668,384435424,213031,215037
215504..216229,-,241,384435425,215504,216229
216264..218273,-,669,384435426,216264,218273
218407..218709,-,100,384435427,218407,218709
218742..219077,-,111,384435428,218742,219077
219206..219517,-,103,384435429,219206,219517
219979..221463,-,494,384435430,219979,221463
221742..223067,+,441,384435431,221742,223067
223018..223596,+,192,384435432,223018,223596
223673..224806,+,377,384435433,223673,224806
224897..226363,-,488,384435434,224897,226363
226928..227098,+,56,384435435,226928,227098
227123..227899,+,258,384435436,227123,227899
227943..228812,+,289,384435437,227943,228812
228866..230566,+,566,384435438,228866,230566
230658..231839,-,393,384435439,230658,231839
232008..234038,+,676,384435440,232008,234038
234305..234838,+,177,384435441,234305,234838
234905..236356,-,483,384435442,234905,236356
236356..237438,-,360,384435443,236356,237438
237600..238325,+,241,384435444,237600,238325
238344..238745,+,133,384435445,238344,238745
238804..240327,-,507,384435446,238804,240327
240299..240829,-,176,384435447,240299,240829
240863..242047,-,394,384435448,240863,242047
242399..243094,+,231,384435449,242399,243094
243158..244144,+,328,384435450,243158,244144
244160..244708,-,182,384435451,244160,244708
244783..245436,-,217,384435452,244783,245436
245502..247019,-,505,384435453,245502,247019
247117..247569,-,150,384435454,247117,247569
247619..248713,+,364,384435455,247619,248713
249062..250117,+,351,384435456,249062,250117
250160..251641,+,493,384435457,250160,251641
251758..253116,-,452,384435458,251758,253116
253125..255629,-,834,384435459,253125,255629
255823..256305,-,160,384435460,255823,256305
256647..257279,+,210,384435461,256647,257279
257426..258175,+,249,384435462,257426,258175
258227..259363,-,378,384435463,258227,259363
259702..260271,-,189,384435464,259702,260271
260463..261638,+,391,384435465,260463,261638
261863..262060,+,65,384435466,261863,262060
262177..263265,+,362,384435467,262177,263265
263321..263965,+,214,384435468,263321,263965
264190..264477,+,95,384435469,264190,264477
264516..265316,-,266,384435470,264516,265316
265414..265938,-,174,384435471,265414,265938
265995..266600,+,201,384435472,265995,266600
266702..268471,-,589,384435473,266702,268471
268789..269727,-,312,384435474,268789,269727
269773..270435,-,220,384435475,269773,270435
270476..271369,-,297,384435476,270476,271369
271600..273357,+,585,384435477,271600,273357
273802..274386,-,194,384435478,273802,274386
274502..275680,-,392,384435479,274502,275680
275807..276283,-,158,384435480,275807,276283
276429..278342,+,637,384435481,276429,278342
278494..279561,+,355,384435482,278494,279561
279512..280087,-,191,384435483,279512,280087
280127..280951,-,274,384435484,280127,280951
280970..281443,-,157,384435485,280970,281443
281507..282223,-,238,384435486,281507,282223
282290..282700,-,136,384435487,282290,282700
283060..284487,+,475,384435488,283060,284487
284508..285080,+,190,384435489,284508,285080
285144..285938,-,264,384435490,285144,285938
286164..287843,+,559,384435491,286164,287843
287929..289104,-,391,384435492,287929,289104
289322..290845,+,507,384435493,289322,290845
290902..291174,+,90,384435494,290902,291174
291626..292708,+,360,384435495,291626,292708
292790..293485,-,231,384435496,292790,293485
293496..293669,-,57,384435497,293496,293669
293878..294963,-,361,384435498,293878,294963
295076..297343,+,755,384435499,295076,297343
297493..297888,-,131,384435500,297493,297888
298083..298580,-,165,384435501,298083,298580
299522..300883,+,453,384435502,299522,300883
301110..302354,+,414,384435503,301110,302354
302367..302789,-,140,384435504,302367,302789
302786..303190,-,134,384435505,302786,303190
303424..303621,+,65,384435506,303424,303621
303939..305546,+,535,384435507,303939,305546
305595..306824,+,409,384435508,305595,306824
306844..308076,+,410,384435509,306844,308076
308114..309418,-,434,384435510,308114,309418
309649..312171,+,840,384435511,309649,312171
312258..313715,+,485,384435512,312258,313715
313705..314199,-,164,384435513,313705,314199
314255..315106,-,283,384435514,314255,315106
315134..315784,-,216,384435515,315134,315784
315882..316904,-,340,384435516,315882,316904
317127..317849,-,240,384435517,317127,317849
317984..318571,+,195,384435518,317984,318571
318661..318897,+,78,384435519,318661,318897
319096..320529,+,477,384435520,319096,320529
320785..321447,-,220,384435521,320785,321447
321699..323606,+,635,384435522,321699,323606
323805..324731,+,308,384435523,323805,324731
324831..326006,+,391,384435524,324831,326006
326150..326944,+,264,384435525,326150,326944
327100..327552,+,150,384435526,327100,327552
327604..327981,-,125,384435527,327604,327981
328006..329181,-,391,384435528,328006,329181
329222..329521,-,99,384435529,329222,329521
329555..331060,-,501,384435530,329555,331060
331144..333027,+,627,384435531,331144,333027
333130..334485,+,451,384435532,333130,334485
334568..335623,-,351,384435533,334568,335623
335819..336295,-,158,384435534,335819,336295
336313..336582,-,89,384435535,336313,336582
336747..337760,-,337,384435536,336747,337760
337861..338331,-,156,384435537,337861,338331
338503..339096,-,197,384435538,338503,339096
339140..339625,-,161,384435539,339140,339625
339737..340999,-,420,384435540,339737,340999
341135..342139,-,334,384435541,341135,342139
342151..342759,-,202,384435542,342151,342759
343026..343559,+,177,384435543,343026,343559
343863..344720,+,285,384435544,343863,344720
344744..345298,-,184,384435545,344744,345298
345536..347806,-,756,384435546,345536,347806
348384..348734,-,116,384435547,348384,348734
348701..349429,+,242,384435548,348701,349429
349468..350298,+,276,384435549,349468,350298
350509..350916,+,135,384435550,350509,350916
351036..351467,+,143,384435551,351036,351467
351538..352101,+,187,384435552,351538,352101
352263..353555,+,430,384435553,352263,353555
353552..354322,+,256,384435554,353552,354322
354323..355405,+,360,384435555,354323,355405
355424..355993,+,189,384435556,355424,355993
355909..357210,+,433,384435557,355909,357210
357245..357697,+,150,384435558,357245,357697
357748..358608,+,286,384435559,357748,358608
358760..359350,+,196,384435560,358760,359350
359668..359973,+,101,384435561,359668,359973
360030..361166,+,378,384435562,360030,361166
361163..362188,+,341,384435563,361163,362188
362185..363420,+,411,384435564,362185,363420
363433..364218,+,261,384435565,363433,364218
364247..364996,+,249,384435566,364247,364996
365274..365621,+,115,384435567,365274,365621
365716..367785,+,689,384435568,365716,367785
367807..368910,+,367,384435569,367807,368910
369149..370219,+,356,384435570,369149,370219
370285..371490,+,401,384435571,370285,371490
371487..372509,+,340,384435572,371487,372509
372811..373167,+,118,384435573,372811,373167
373231..373644,+,137,384435574,373231,373644
373654..374511,+,285,384435575,373654,374511
374646..375452,+,268,384435576,374646,375452
375470..376432,+,320,384435577,375470,376432
376485..377639,+,384,384435578,376485,377639
377620..378951,+,443,384435579,377620,378951
379065..379913,+,282,384435580,379065,379913
380030..381175,+,381,384435581,380030,381175
381177..382337,+,386,384435582,381177,382337
382392..382646,+,84,384435583,382392,382646
382643..382873,+,76,384435584,382643,382873
382949..383266,+,105,384435585,382949,383266
383300..383794,+,164,384435586,383300,383794
384050..384247,+,65,384435587,384050,384247
384343..384975,+,210,384435588,384343,384975
384980..385390,+,136,384435589,384980,385390
385467..386012,+,181,384435590,385467,386012
386177..386617,+,146,384435591,386177,386617
386681..387955,+,424,384435592,386681,387955
388116..389201,+,361,384435593,388116,389201
389175..390353,-,392,384435594,389175,390353
390353..390634,-,93,384435595,390353,390634
390905..391729,-,274,384435596,390905,391729
391899..393104,-,401,384435597,391899,393104
393121..393849,-,242,384435598,393121,393849
393996..396017,-,673,384435599,393996,396017
396057..396941,-,294,384435600,396057,396941
397037..398143,+,368,384435601,397037,398143
398188..398361,+,57,384435602,398188,398361
398441..399214,-,257,384435603,398441,399214
399275..400600,-,441,384435604,399275,400600
400720..402048,-,442,384435605,400720,402048
402290..403432,+,380,384435606,402290,403432
403552..404427,+,291,384435607,403552,404427
404545..410184,-,1879,384435608,404545,410184
410315..414544,-,1409,384435609,410315,414544
414871..415404,+,177,384435610,414871,415404
415562..416245,+,227,384435611,415562,416245
416356..417165,+,269,384435612,416356,417165
417201..418541,+,446,384435613,417201,418541
418704..419126,+,140,384435614,418704,419126
418963..420264,+,433,384435615,418963,420264
420502..421731,+,409,384435616,420502,421731
421765..422259,-,164,384435617,421765,422259
422253..422612,-,119,384435618,422253,422612
422772..423509,-,245,384435619,422772,423509
423490..424566,-,358,384435620,423490,424566
424694..425464,-,256,384435621,424694,425464
425468..427738,-,756,384435622,425468,427738
427777..428544,-,255,384435623,427777,428544
428619..429614,-,331,384435624,428619,429614
429810..430169,+,119,384435625,429810,430169
430424..431044,-,206,384435626,430424,431044
431350..432795,+,481,384435627,431350,432795
432779..434308,-,509,384435628,432779,434308
434320..436158,-,612,384435629,434320,436158
436234..437265,+,343,384435630,436234,437265
437705..437908,+,67,384435631,437705,437908
437922..439118,+,398,384435632,437922,439118
439184..440437,-,417,384435633,439184,440437
440610..441986,-,458,384435634,440610,441986
442164..443933,+,589,384435635,442164,443933
443913..444944,-,343,384435636,443913,444944
445061..445924,-,287,384435637,445061,445924
446230..446751,+,173,384435638,446230,446751
446807..447694,+,295,384435639,446807,447694
447831..448979,+,382,384435640,447831,448979
449166..450041,+,291,384435641,449166,450041
450740..451651,+,303,384435642,450740,451651
451735..452922,+,395,384435643,451735,452922
453214..454446,+,410,384435644,453214,454446
454712..456586,-,624,384435645,454712,456586
456975..458297,+,440,384435646,456975,458297
458408..458857,-,149,384435647,458408,458857
459200..460096,+,298,384435648,459200,460096
460250..460690,-,146,384435649,460250,460690
460956..461960,-,334,384435650,460956,461960
462147..462554,-,135,384435651,462147,462554
462809..463678,+,289,384435652,462809,463678
463690..464307,-,205,384435653,463690,464307
464437..465177,-,246,384435654,464437,465177
465232..465561,-,109,384435655,465232,465561
465927..466493,+,188,384435656,465927,466493
466588..467037,+,149,384435657,466588,467037
467201..467296,+,31,384435658,467201,467296
467436..467813,+,125,384435659,467436,467813
467836..468666,-,276,384435660,467836,468666
469001..469546,-,181,384435661,469001,469546
469592..470914,+,440,384435662,469592,470914
471080..472930,+,616,384435663,471080,472930
473414..473662,+,82,384435664,473414,473662
473953..474204,-,83,384435665,473953,474204
474205..474432,-,75,384435666,474205,474432
474789..475007,-,72,384435667,474789,475007
475110..475445,-,111,384435668,475110,475445
475435..475743,-,102,384435669,475435,475743
475873..477399,-,508,384435670,475873,477399
477668..482320,-,1550,384435671,477668,482320
482542..482703,+,53,384435672,482542,482703
482945..483199,+,84,384435673,482945,483199
483326..484564,+,412,384435674,483326,484564
484799..486247,-,482,384435675,484799,486247
486244..487353,-,369,384435676,486244,487353
487467..489377,+,636,384435677,487467,489377
489722..490888,+,388,384435678,489722,490888
491084..491449,+,121,384435679,491084,491449
491496..492059,+,187,384435680,491496,492059
492130..494739,+,869,384435681,492130,494739
494828..495619,+,263,384435682,494828,495619
495626..496006,+,126,384435683,495626,496006
496450..497844,+,464,384435684,496450,497844
498076..501096,+,1006,384435685,498076,501096
501178..501990,-,270,384435686,501178,501990
502042..502215,+,57,384435687,502042,502215
502314..503747,+,477,384435688,502314,503747
503943..504719,+,258,384435689,503943,504719
504755..505267,+,170,384435690,504755,505267
505356..506159,+,267,384435691,505356,506159
506252..508027,-,591,384435692,506252,508027
508515..512510,+,1331,384435693,508515,512510
512615..514633,+,672,384435694,512615,514633
514847..515944,-,365,384435695,514847,515944
516088..516897,-,269,384435696,516088,516897
517027..518211,-,394,384435697,517027,518211
518287..520272,-,661,384435698,518287,520272
520682..520840,-,52,384435699,520682,520840
520918..521169,-,83,384435700,520918,521169
521076..521357,-,93,384435701,521076,521357
521483..522853,-,456,384435702,521483,522853
523016..523798,-,260,384435703,523016,523798
523821..524114,-,97,384435704,523821,524114
524346..529595,+,1749,384435705,524346,529595
529735..530688,+,317,384435706,529735,530688
530717..531235,-,172,384435707,530717,531235
531446..532867,+,473,384435708,531446,532867
533086..537474,+,1462,384435709,533086,537474
537471..538418,+,315,384435710,537471,538418
538415..539020,+,201,384435711,538415,539020
539288..539854,-,188,384435712,539288,539854
540098..540763,+,221,384435713,540098,540763
540863..542065,+,400,384435714,540863,542065
542105..542596,-,163,384435715,542105,542596
542803..543342,+,179,384435716,542803,543342
543468..544871,-,467,384435717,543468,544871
545029..545253,+,74,384435718,545029,545253
545250..545588,+,112,384435719,545250,545588
545591..546556,-,321,384435720,545591,546556
546553..547365,-,270,384435721,546553,547365
547425..547874,-,149,384435722,547425,547874
548236..549132,+,298,384435723,548236,549132
549129..549701,-,190,384435724,549129,549701
549994..550329,+,111,384435725,549994,550329
550563..552170,+,535,384435726,550563,552170
552220..552867,-,215,384435727,552220,552867
553065..553202,-,45,384435728,553065,553202
553297..554019,-,240,384435729,553297,554019
554289..554546,+,85,384435730,554289,554546
554727..555050,+,107,384435731,554727,555050
555262..555606,+,114,384435732,555262,555606
555642..556946,+,434,384435733,555642,556946
557423..558979,+,518,384435734,557423,558979
559015..559350,-,111,384435735,559015,559350
559461..561170,-,569,384435736,559461,561170
561188..561658,-,156,384435737,561188,561658
561709..561963,-,84,384435738,561709,561963
562557..563045,+,162,384435739,562557,563045
563105..563290,+,61,384435740,563105,563290
563448..565925,-,825,384435741,563448,565925
566059..566805,+,248,384435742,566059,566805
566983..568905,-,640,384435743,566983,568905
569141..569488,+,115,384435744,569141,569488
569544..570572,+,342,384435745,569544,570572
570658..570903,+,81,384435746,570658,570903
570940..571074,+,44,384435747,570940,571074
571084..571203,+,39,384435748,571084,571203
571236..571355,+,39,384435749,571236,571355
571440..572567,+,375,384435750,571440,572567
572736..572909,+,57,384435751,572736,572909
573494..574510,+,338,384435752,573494,574510
574562..575464,+,300,384435753,574562,575464
575477..576127,+,216,384435754,575477,576127
576139..576903,-,254,384435755,576139,576903
576934..579696,-,920,384435756,576934,579696
579787..580194,+,135,384435757,579787,580194
580228..581055,+,275,384435758,580228,581055
581052..581525,-,157,384435759,581052,581525
581518..582162,-,214,384435760,581518,582162
582238..582477,+,79,384435761,582238,582477
582481..583092,-,203,384435762,582481,583092
583157..583573,-,138,384435763,583157,583573
583680..584696,+,338,384435764,583680,584696
584674..585543,+,289,384435765,584674,585543
585497..586342,+,281,384435766,585497,586342
586858..587145,+,95,384435767,586858,587145
587228..593125,+,1965,384435768,587228,593125
593257..594243,+,328,384435769,593257,594243
594454..595650,+,398,384435770,594454,595650
595733..596311,+,192,384435771,595733,596311
596498..597247,+,249,384435772,596498,597247
597591..598487,+,298,384435773,597591,598487
598484..598930,-,148,384435774,598484,598930
599062..599913,+,283,384435775,599062,599913
599910..600833,-,307,384435776,599910,600833
600942..603257,-,771,384435777,600942,603257
603443..604726,-,427,384435778,603443,604726
605541..606035,-,164,384435779,605541,606035
606465..608594,-,709,384435780,606465,608594
609469..610053,+,194,384435781,609469,610053
609948..610487,+,179,384435782,609948,610487
611057..612832,+,591,384435783,611057,612832
613102..613743,+,213,384435784,613102,613743
613801..614817,+,338,384435785,613801,614817
614841..615269,+,142,384435786,614841,615269
615266..615703,-,145,384435787,615266,615703
615968..616324,+,118,384435788,615968,616324
616456..616809,+,117,384435789,616456,616809
616822..617178,+,118,384435790,616822,617178
617390..618187,-,265,384435791,617390,618187
618311..618715,-,134,384435792,618311,618715
619215..619529,+,104,384435793,619215,619529
619618..620469,+,283,384435794,619618,620469
620560..621468,+,302,384435795,620560,621468
621561..622247,+,228,384435796,621561,622247
622300..624123,-,607,384435797,622300,624123
624136..624594,-,152,384435798,624136,624594
624899..626281,-,460,384435799,624899,626281
626349..627425,-,358,384435800,626349,627425
627572..629272,+,566,384435801,627572,629272
629398..630504,+,368,384435802,629398,630504
630555..631592,-,345,384435803,630555,631592
631896..632093,-,65,384435804,631896,632093
632213..633157,+,314,384435805,632213,633157
633789..634880,-,363,384435806,633789,634880
634892..636247,-,451,384435807,634892,636247
636372..637523,+,383,384435808,636372,637523
637666..637956,+,96,384435809,637666,637956
637993..638688,-,231,384435810,637993,638688
638774..639583,-,269,384435811,638774,639583
639516..640613,-,365,384435812,639516,640613
640737..642026,+,429,384435813,640737,642026
642153..642467,+,104,384435814,642153,642467
642474..643115,+,213,384435815,642474,643115
643144..643482,+,112,384435816,643144,643482
643549..644379,-,276,384435817,643549,644379
644388..645497,-,369,384435818,644388,645497
646129..658047,+,3972,384435819,646129,658047
658262..659335,+,357,384435820,658262,659335
659370..660584,+,404,384435821,659370,660584
660772..661125,+,117,384435822,660772,661125
661122..662819,+,565,384435823,661122,662819
662952..663188,+,78,384435824,662952,663188
663342..663731,+,129,384435825,663342,663731
663788..664315,+,175,384435826,663788,664315
664394..664780,-,128,384435827,664394,664780
664903..667017,-,704,384435828,664903,667017
666929..667375,-,148,384435829,666929,667375
667447..667842,+,131,384435830,667447,667842
667852..668481,-,209,384435831,667852,668481
668776..669162,-,128,384435832,668776,669162
669254..669751,-,165,384435833,669254,669751
669759..670949,-,396,384435834,669759,670949
671006..671707,+,233,384435835,671006,671707
671912..672244,+,110,384435836,671912,672244
672291..672947,+,218,384435837,672291,672947
672899..673612,+,237,384435838,672899,673612
673889..675340,+,483,384435839,673889,675340
675344..676354,+,336,384435840,675344,676354
676351..676986,-,211,384435841,676351,676986
677045..678286,-,413,384435842,677045,678286
678283..679023,-,246,384435843,678283,679023
679295..679510,+,71,384435844,679295,679510
679690..680178,+,162,384435845,679690,680178
680096..680368,+,90,384435846,680096,680368
680397..681572,+,391,384435847,680397,681572
681707..682675,+,322,384435848,681707,682675
682854..683117,+,87,384435849,682854,683117
683140..684156,-,338,384435850,683140,684156
684143..684439,-,98,384435851,684143,684439
684560..687334,-,924,384435852,684560,687334
687391..690252,-,953,384435853,687391,690252
690399..690866,-,155,384435854,690399,690866
690899..691264,-,121,384435855,690899,691264
691371..692576,-,401,384435856,691371,692576
693211..695211,-,666,384435857,693211,695211
695290..695874,-,194,384435858,695290,695874
695975..697972,+,665,384435859,695975,697972
697988..698458,+,156,384435860,697988,698458
698723..698962,+,79,384435861,698723,698962
698970..700814,+,614,384435862,698970,700814
701138..701350,-,70,384435863,701138,701350
701343..704267,+,974,384435864,701343,704267
704390..704845,+,151,384435865,704390,704845
705307..706017,-,236,384435866,705307,706017
706055..707131,+,358,384435867,706055,707131
707437..708054,+,205,384435868,707437,708054
708189..708812,+,207,384435869,708189,708812
709045..709797,+,250,384435870,709045,709797
710036..710977,-,313,384435871,710036,710977
710981..711595,-,204,384435872,710981,711595
711608..712783,-,391,384435873,711608,712783
712931..713779,+,282,384435874,712931,713779
713774..714178,-,134,384435875,713774,714178
714465..716153,-,562,384435876,714465,716153
716309..719665,-,1118,384435877,716309,719665
719733..721247,-,504,384435878,719733,721247
721429..721692,+,87,384435879,721429,721692
721724..722479,+,251,384435880,721724,722479
722570..723862,+,430,384435881,722570,723862
724094..724345,-,83,384435882,724094,724345
724492..725367,-,291,384435883,724492,725367
725413..726234,-,273,384435884,725413,726234
726349..726837,-,162,384435885,726349,726837
726948..727466,-,172,384435886,726948,727466
728271..728489,+,72,384435887,728271,728489
728660..729484,+,274,384435888,728660,729484
730108..731358,-,416,384435889,730108,731358
731363..731674,-,103,384435890,731363,731674
731748..732062,-,104,384435891,731748,732062
732418..733284,+,288,384435892,732418,733284
733425..734432,+,335,384435893,733425,734432
734665..734859,+,64,384435894,734665,734859
734985..736220,+,411,384435895,734985,736220
736435..737811,-,458,384435896,736435,737811
737867..738808,-,313,384435897,737867,738808
738909..739640,-,243,384435898,738909,739640
739682..741931,+,749,384435899,739682,741931
742080..742688,-,202,384435900,742080,742688
742780..744732,-,650,384435901,742780,744732
744810..745247,-,145,384435902,744810,745247
745339..746124,+,261,384435903,745339,746124
746303..747019,-,238,384435904,746303,747019
747234..747578,+,114,384435905,747234,747578
747575..749038,+,487,384435906,747575,749038
749150..749500,+,116,384435907,749150,749500
749550..751037,+,495,384435908,749550,751037
751034..751426,+,130,384435909,751034,751426
751381..751674,+,97,384435910,751381,751674
751671..751967,+,98,384435911,751671,751967
751936..752535,+,199,384435912,751936,752535
752532..753179,+,215,384435913,752532,753179
753427..754734,+,435,384435914,753427,754734
754877..755602,-,241,384435915,754877,755602
756053..757195,+,380,384435916,756053,757195
757244..757720,+,158,384435917,757244,757720
757671..758753,+,360,384435918,757671,758753
758829..761228,+,799,384435919,758829,761228
761482..763263,+,593,384435920,761482,763263
763317..764072,-,251,384435921,763317,764072
764301..766538,-,745,384435922,764301,766538
766727..767608,+,293,384435923,766727,767608
767890..768432,+,180,384435924,767890,768432
768499..768960,+,153,384435925,768499,768960
769053..770291,-,412,384435926,769053,770291
770288..770890,-,200,384435927,770288,770890
