Contig,Img-mer,CDS,Start,End,.,Strand,0,ID
HCP21_2_93207,img_mer_v340,CDS,7,225,.,-,0
HCP21_2_108978,img_mer_v340,tRNA,14,99,.,+,0
HCP21_2_110478,img_mer_v340,CDS,4,108,.,+,0
HCP21_2_125726,img_mer_v340,CDS,2,117,.,-,0
HCP21_2_129226,img_mer_v340,CDS,3,154,.,-,0
HCP21_2_138405,img_mer_v340,CDS,3,119,.,-,0
HCP21_2_145905,img_mer_v340,CDS,13,180,.,-,0
HCP21_2_147905,img_mer_v340,CDS,6,176,.,+,0
HCP21_2_153758,img_mer_v340,CDS,3,106,.,-,0
HCP21_2_160258,img_mer_v340,CDS,4,165,.,+,0
HCP21_8563,img_mer_v340,CDS,2,310,.,+,0
HCP21_1655,img_mer_v340,CDS,1,312,.,-,0
HCP21_635_,img_mer_v340,CDS,2,499,.,+,0
HCP21_5227,img_mer_v340,CDS,2,658,.,+,0
HCP21_8582,img_mer_v340,CDS,2,361,.,+,0
HCP21_8920,img_mer_v340,CDS,3,1085,.,-,0
HCP21_187_,img_mer_v340,CDS,3,305,.,-,0
HCP21_6522,img_mer_v340,CDS,194,601,.,-,0
HCP21_3783,img_mer_v340,CDS,100,309,.,+,0
HCP21_8686,img_mer_v340,CDS,2,322,.,-,0
HCP21_1062,img_mer_v340,CDS,2,283,.,+,0
HCP21_7322,img_mer_v340,CDS,2,769,.,+,0
HCP21_7322,img_mer_v340,CDS,762,1133,.,-,0
HCP21_7385,img_mer_v340,CDS,21,1010,.,+,0
HCP21_543_,img_mer_v340,CDS,2,61,.,-,0
HCP21_3072,img_mer_v340,CDS,36,362,.,-,0
HCP21_118_,img_mer_v340,CDS,42,788,.,+,0
HCP21_118_,img_mer_v340,CDS,793,2529,.,+,0
HCP21_118_,img_mer_v340,CDS,2540,3247,.,+,0
HCP21_6212,img_mer_v340,CDS,83,418,.,-,0
HCP21_5734,img_mer_v340,CDS,3,605,.,-,0
HCP21_3793,img_mer_v340,CDS,3,335,.,-,0
HCP21_8613,img_mer_v340,CDS,90,461,.,+,0
HCP21_3460,img_mer_v340,CDS,1,420,.,+,0
HCP21_8213,img_mer_v340,CDS,1,345,.,+,0
HCP21_1_1_newblercontig11656,img_mer_v340,CDS,20,187,.,-,0
HCP21_1_1_newblercontig12203,img_mer_v340,CDS,6,182,.,+,0
HCP21_1_1_newblercontig13287,img_mer_v340,CDS,3,242,.,-,0
HCP21_2_865,img_mer_v340,CDS,20,97,.,-,0
HCP21_2_8365,img_mer_v340,CDS,2,124,.,+,0
HCP21_2_9865,img_mer_v340,CDS,3,161,.,-,0
HCP21_2_17698,img_mer_v340,CDS,14,109,.,+,0
HCP21_2_24198,img_mer_v340,CDS,1,165,.,+,0
HCP21_2_24698,img_mer_v340,CDS,32,172,.,-,0
HCP21_2_32923,img_mer_v340,CDS,4,126,.,-,0
HCP21_2_35423,img_mer_v340,CDS,2,153,.,-,0
HCP21_2_46525,img_mer_v340,CDS,1,133,.,+,0
HCP21_2_48525,img_mer_v340,CDS,2,145,.,+,0
HCP21_2_50025,img_mer_v340,CDS,6,158,.,+,0
HCP21_2_60911,img_mer_v340,CDS,2,115,.,+,0
HCP21_2_61911,img_mer_v340,CDS,3,119,.,-,0
HCP21_2_63911,img_mer_v340,CDS,3,134,.,+,0
HCP21_2_65411,img_mer_v340,CDS,20,139,.,+,0
HCP21_2_67411,img_mer_v340,CDS,3,185,.,-,0
HCP21_2_68411,img_mer_v340,CDS,6,215,.,-,0
HCP21_2_94880,img_mer_v340,CDS,4,102,.,+,0
HCP21_2_101880,img_mer_v340,CDS,11,148,.,+,0
HCP21_2_111479,img_mer_v340,rRNA,1,125,.,-,0
HCP21_2_114479,img_mer_v340,CDS,2,150,.,-,0
HCP21_2_114979,img_mer_v340,CDS,11,157,.,+,0
HCP21_2_116979,img_mer_v340,CDS,69,185,.,-,0
HCP21_2_118979,img_mer_v340,CDS,13,222,.,+,0
HCP21_2_126727,img_mer_v340,CDS,3,128,.,+,0
HCP21_2_140406,img_mer_v340,CDS,5,124,.,+,0
HCP21_2_154259,img_mer_v340,CDS,2,111,.,-,0
HCP21_2_155759,img_mer_v340,CDS,4,120,.,+,0
HCP21_1387,img_mer_v340,CDS,77,367,.,-,0
HCP21_8684,img_mer_v340,CDS,3,359,.,+,0
HCP21_192_,img_mer_v340,CDS,3,363,.,-,0
HCP21_8515,img_mer_v340,CDS,78,434,.,-,0
HCP21_4461,img_mer_v340,CDS,2,64,.,+,0
HCP21_4461,img_mer_v340,CDS,290,394,.,+,0
HCP21_10828,img_mer_v340,CDS,40,423,.,+,0
HCP21_135_,img_mer_v340,CDS,1,1092,.,-,0
HCP21_135_,img_mer_v340,CDS,1321,3099,.,+,0
HCP21_135_,img_mer_v340,CDS,3223,3894,.,-,0
HCP21_5420,img_mer_v340,CDS,2,121,.,-,0
HCP21_5420,img_mer_v340,CDS,185,334,.,-,0
HCP21_9425,img_mer_v340,CDS,3,497,.,+,0
HCP21_6476,img_mer_v340,CDS,269,367,.,-,0
HCP21_1801,img_mer_v340,CDS,2,328,.,+,0
HCP21_1838,img_mer_v340,CDS,2,400,.,+,0
HCP21_2724,img_mer_v340,CDS,2,450,.,-,0
HCP21_3719,img_mer_v340,CDS,2,169,.,+,0
HCP21_1126,img_mer_v340,CDS,1,276,.,-,0
HCP21_2321,img_mer_v340,CDS,190,357,.,+,0
HCP21_4172,img_mer_v340,CDS,1,204,.,+,0
HCP21_3151,img_mer_v340,CDS,1,108,.,+,0
HCP21_3151,img_mer_v340,CDS,448,621,.,-,0
HCP21_6018,img_mer_v340,CDS,1,60,.,+,0
HCP21_6018,img_mer_v340,CDS,201,350,.,+,0
HCP21_6018,img_mer_v340,CDS,366,584,.,+,0
HCP21_1_1_newblercontig07137,img_mer_v340,CDS,15,239,.,-,0
HCP21_1_1_newblercontig08309,img_mer_v340,CDS,3,227,.,+,0
HCP21_1_1_newblercontig11123,img_mer_v340,CDS,3,194,.,-,0
HCP21_1_1_newblercontig11666,img_mer_v340,CDS,3,185,.,-,0
HCP21_1_1_newblercontig14864,img_mer_v340,CDS,3,140,.,-,0
HCP21_2_10374,img_mer_v340,CDS,5,166,.,-,0
HCP21_2_19207,img_mer_v340,CDS,2,94,.,+,0
HCP21_2_23707,img_mer_v340,CDS,3,157,.,-,0
HCP21_2_27432,img_mer_v340,CDS,3,100,.,-,0
HCP21_2_35932,img_mer_v340,CDS,1,159,.,+,0
HCP21_2_45034,img_mer_v340,rRNA,1,124,.,+,0
HCP21_2_46534,img_mer_v340,CDS,1,132,.,+,0
HCP21_2_58920,img_mer_v340,CDS,2,105,.,-,0
HCP21_2_66420,img_mer_v340,CDS,2,165,.,-,0
HCP21_2_68420,img_mer_v340,CDS,3,215,.,-,0
HCP21_2_74063,img_mer_v340,CDS,2,120,.,-,0
HCP21_2_76563,img_mer_v340,CDS,3,139,.,-,0
HCP21_2_88217,img_mer_v340,CDS,2,132,.,-,0
HCP21_2_98889,img_mer_v340,CDS,1,123,.,+,0
HCP21_2_106488,img_mer_v340,CDS,2,103,.,+,0
HCP21_2_113988,img_mer_v340,CDS,42,146,.,-,0
HCP21_2_118488,img_mer_v340,CDS,2,213,.,-,0
HCP21_2_119488,img_mer_v340,CDS,1,234,.,+,0
HCP21_2_122736,img_mer_v340,CDS,13,108,.,+,0
HCP21_2_126236,img_mer_v340,CDS,5,124,.,-,0
HCP21_2_127236,img_mer_v340,CDS,1,132,.,+,0
HCP21_2_129236,img_mer_v340,CDS,2,109,.,+,0
HCP21_2_131236,img_mer_v340,CDS,44,187,.,-,0
HCP21_2_135915,img_mer_v340,CDS,9,104,.,+,0
HCP21_2_137415,img_mer_v340,CDS,5,115,.,-,0
HCP21_2_141915,img_mer_v340,CDS,2,136,.,+,0
HCP21_2_143915,img_mer_v340,CDS,34,159,.,-,0
HCP21_2_145415,img_mer_v340,CDS,3,175,.,+,0
HCP21_2_153268,img_mer_v340,CDS,5,106,.,-,0
HCP21_2_156268,img_mer_v340,CDS,7,123,.,+,0
HCP21_2_160268,img_mer_v340,CDS,3,164,.,+,0
HCP21_8789,img_mer_v340,CDS,212,925,.,-,0
HCP21_4132,img_mer_v340,CDS,1,621,.,+,0
HCP21_4132,img_mer_v340,CDS,708,872,.,+,0
HCP21_6016,img_mer_v340,CDS,207,344,.,+,0
HCP21_9963,img_mer_v340,CDS,3,92,.,+,0
HCP21_9963,img_mer_v340,CDS,296,385,.,+,0
HCP21_8239,img_mer_v340,CDS,3,353,.,-,0
HCP21_2399,img_mer_v340,CDS,3,1073,.,-,0
HCP21_2399,img_mer_v340,CDS,1123,1893,.,-,0
HCP21_2399,img_mer_v340,CDS,1915,2241,.,-,0
HCP21_2399,img_mer_v340,CDS,2293,2394,.,-,0
HCP21_6615,img_mer_v340,CDS,1,384,.,+,0
HCP21_115_,img_mer_v340,CDS,2,2785,.,+,0
HCP21_8479,img_mer_v340,CDS,2,430,.,+,0
HCP21_1585,img_mer_v340,CDS,3,353,.,+,0
HCP21_2433,img_mer_v340,CDS,3,638,.,+,0
HCP21_2433,img_mer_v340,CDS,671,886,.,-,0
HCP21_2433,img_mer_v340,CDS,965,1681,.,+,0
HCP21_2433,img_mer_v340,CDS,1905,2093,.,+,0
HCP21_4743,img_mer_v340,CDS,3,385,.,-,0
HCP21_7499,img_mer_v340,CDS,2,259,.,+,0
HCP21_7499,img_mer_v340,CDS,277,336,.,-,0
HCP21_2957,img_mer_v340,CDS,1,69,.,+,0
HCP21_2957,img_mer_v340,CDS,62,496,.,-,0
HCP21_2957,img_mer_v340,CDS,477,554,.,-,0
HCP21_1079,img_mer_v340,CDS,2,193,.,+,0
HCP21_9913,img_mer_v340,CDS,2,493,.,+,0
HCP21_911_,img_mer_v340,CDS,2,346,.,+,0
HCP21_5936,img_mer_v340,CDS,3,608,.,-,0
HCP21_8019,img_mer_v340,CDS,3,287,.,+,0
HCP21_8019,img_mer_v340,CDS,303,1220,.,+,0
HCP21_5651,img_mer_v340,CDS,3,176,.,+,0
HCP21_5651,img_mer_v340,CDS,283,528,.,-,0
HCP21_5433,img_mer_v340,CDS,3,398,.,-,0
HCP21_4456,img_mer_v340,CDS,1,642,.,-,0
HCP21_1872,img_mer_v340,CDS,1,456,.,+,0
HCP21_6401,img_mer_v340,CDS,42,419,.,-,0
HCP21_8361,img_mer_v340,CDS,207,431,.,+,0
HCP21_2102,img_mer_v340,CDS,2,343,.,+,0
HCP21_9469,img_mer_v340,CDS,88,1209,.,+,0
HCP21_8179,img_mer_v340,CDS,3,461,.,-,0
HCP21_1405,img_mer_v340,CDS,1,147,.,-,0
HCP21_2374,img_mer_v340,CDS,1,252,.,-,0
HCP21_7672,img_mer_v340,CDS,3,614,.,+,0
HCP21_4709,img_mer_v340,CDS,3,395,.,-,0
HCP21_1477,img_mer_v340,CDS,364,432,.,-,0
HCP21_4665,img_mer_v340,CDS,1,276,.,+,0
HCP21_4665,img_mer_v340,CDS,425,487,.,-,0
HCP21_1817,img_mer_v340,CDS,48,302,.,-,0
HCP21_10249,img_mer_v340,CDS,3,458,.,+,0
HCP21_2422,img_mer_v340,CDS,2,2179,.,+,0
HCP21_2422,img_mer_v340,CDS,2220,2282,.,+,0
HCP21_3713,img_mer_v340,CDS,1,642,.,+,0
HCP21_8589,img_mer_v340,CDS,37,1185,.,-,0
HCP21_10361,img_mer_v340,CDS,3,68,.,+,0
HCP21_10361,img_mer_v340,CDS,162,713,.,-,0
HCP21_5783,img_mer_v340,CDS,3,419,.,-,0
HCP21_9479,img_mer_v340,CDS,1,309,.,-,0
HCP21_9479,img_mer_v340,CDS,254,487,.,-,0
HCP21_2_13965,img_mer_v340,CDS,3,233,.,-,0
HCP21_4209,img_mer_v340,CDS,1,264,.,-,0
HCP21_1575,img_mer_v340,CDS,2,445,.,-,0
HCP21_10425,img_mer_v340,CDS,3,539,.,+,0
HCP21_10425,img_mer_v340,CDS,621,965,.,+,0
HCP21_7335,img_mer_v340,CDS,1,471,.,+,0
HCP21_6827,img_mer_v340,CDS,59,553,.,+,0
HCP21_478_,img_mer_v340,CDS,118,231,.,-,0
HCP21_736_,img_mer_v340,CDS,2,130,.,+,0
HCP21_6496,img_mer_v340,CDS,3,638,.,+,0
HCP21_8652,img_mer_v340,CDS,2,124,.,-,0
HCP21_5882,img_mer_v340,CDS,1,342,.,-,0
HCP21_9376,img_mer_v340,CDS,139,1014,.,+,0
HCP21_7098,img_mer_v340,CDS,3,566,.,+,0
HCP21_6954,img_mer_v340,CDS,2,424,.,+,0
HCP21_3488,img_mer_v340,CDS,1,606,.,+,0
HCP21_5300,img_mer_v340,CDS,2,427,.,-,0
HCP21_1678,img_mer_v340,CDS,3,434,.,+,0
HCP21_5977,img_mer_v340,CDS,3,80,.,+,0
HCP21_5977,img_mer_v340,CDS,426,533,.,-,0
HCP21_7007,img_mer_v340,CDS,3,374,.,-,0
HCP21_6253,img_mer_v340,CDS,3,371,.,-,0
HCP21_7217,img_mer_v340,CDS,35,370,.,+,0
HCP21_122_,img_mer_v340,CDS,79,1815,.,+,0
HCP21_10676,img_mer_v340,CDS,2,577,.,+,0
HCP21_2_42126,img_mer_v340,rRNA,2,111,.,-,0
HCP21_10430,img_mer_v340,CDS,34,321,.,+,0
HCP21_5152,img_mer_v340,CDS,2,289,.,-,0
HCP21_5152,img_mer_v340,CDS,301,420,.,-,0
HCP21_7097,img_mer_v340,CDS,7,366,.,+,0
HCP21_3757,img_mer_v340,CDS,3,332,.,-,0
HCP21_9768,img_mer_v340,CDS,3,611,.,-,0
HCP21_539_,img_mer_v340,CDS,1,90,.,+,0
HCP21_539_,img_mer_v340,CDS,214,324,.,-,0
HCP21_3570,img_mer_v340,CDS,3,278,.,-,0
HCP21_3570,img_mer_v340,CDS,275,721,.,-,0
HCP21_3570,img_mer_v340,CDS,718,1092,.,-,0
HCP21_9507,img_mer_v340,CDS,1,486,.,+,0
HCP21_9400,img_mer_v340,CDS,2,925,.,-,0
HCP21_10196,img_mer_v340,CDS,24,902,.,+,0
HCP21_4474,img_mer_v340,CDS,2,397,.,+,0
HCP21_4474,img_mer_v340,CDS,380,499,.,-,0
HCP21_6404,img_mer_v340,CDS,393,986,.,+,0
HCP21_2935,img_mer_v340,CDS,2,411,.,-,0
HCP21_6795,img_mer_v340,CDS,97,708,.,-,0
HCP21_1845,img_mer_v340,CDS,72,323,.,+,0
HCP21_1590,img_mer_v340,CDS,127,330,.,-,0
HCP21_913_,img_mer_v340,CDS,1,351,.,+,0
HCP21_7523,img_mer_v340,CDS,1,312,.,+,0
HCP21_9589,img_mer_v340,CDS,2,448,.,-,0
HCP21_332_,img_mer_v340,CDS,2,310,.,-,0
HCP21_1_1_newblercontig12320,img_mer_v340,CDS,40,174,.,-,0
HCP21_2_2467,img_mer_v340,CDS,1,105,.,+,0
HCP21_2_6467,img_mer_v340,CDS,3,128,.,+,0
HCP21_2_7467,img_mer_v340,CDS,2,105,.,-,0
HCP21_2_12967,img_mer_v340,CDS,37,210,.,+,0
HCP21_2_13967,img_mer_v340,CDS,20,235,.,-,0
HCP21_2_26300,img_mer_v340,CDS,1,189,.,+,0
HCP21_2_31525,img_mer_v340,CDS,2,117,.,-,0
HCP21_2_36525,img_mer_v340,CDS,87,170,.,+,0
HCP21_2_42127,img_mer_v340,CDS,5,109,.,+,0
HCP21_2_44127,img_mer_v340,CDS,3,119,.,-,0
HCP21_2_48627,img_mer_v340,CDS,2,142,.,+,0
HCP21_2_51127,img_mer_v340,CDS,20,157,.,+,0
HCP21_2_55127,img_mer_v340,CDS,30,227,.,+,0
HCP21_2_58013,img_mer_v340,CDS,8,100,.,-,0
HCP21_2_69013,img_mer_v340,CDS,51,236,.,+,0
HCP21_2_69656,img_mer_v340,CDS,8,100,.,-,0
HCP21_2_80156,img_mer_v340,CDS,2,189,.,-,0
HCP21_2_81656,img_mer_v340,CDS,28,189,.,+,0
HCP21_2_100982,img_mer_v340,CDS,2,139,.,+,0
HCP21_2_103982,img_mer_v340,CDS,15,185,.,+,0
HCP21_2_105482,img_mer_v340,CDS,6,233,.,+,0
HCP21_2_109081,img_mer_v340,CDS,16,105,.,-,0
HCP21_2_111581,img_mer_v340,CDS,3,127,.,-,0
HCP21_2_113581,img_mer_v340,CDS,13,141,.,-,0
HCP21_2_126829,img_mer_v340,CDS,3,128,.,-,0
HCP21_2_127329,img_mer_v340,CDS,1,129,.,+,0
HCP21_2_128829,img_mer_v340,CDS,1,147,.,+,0
HCP21_2_130829,img_mer_v340,CDS,3,179,.,-,0
HCP21_2_134508,img_mer_v340,CDS,3,104,.,+,0
HCP21_2_135008,img_mer_v340,CDS,21,104,.,+,0
HCP21_2_137508,img_mer_v340,CDS,3,116,.,+,0
HCP21_2_139508,img_mer_v340,CDS,1,117,.,+,0
HCP21_2_145508,img_mer_v340,CDS,2,175,.,+,0
HCP21_2_148008,img_mer_v340,CDS,3,209,.,+,0
HCP21_2_154361,img_mer_v340,CDS,3,113,.,-,0
HCP21_10774,img_mer_v340,CDS,3,509,.,-,0
HCP21_7732,img_mer_v340,CDS,91,276,.,+,0
HCP21_7991,img_mer_v340,CDS,132,1052,.,+,0
HCP21_1959,img_mer_v340,CDS,2,124,.,-,0
HCP21_1959,img_mer_v340,CDS,145,444,.,-,0
HCP21_10520,img_mer_v340,CDS,43,312,.,+,0
HCP21_10564,img_mer_v340,CDS,2,88,.,+,0
HCP21_10564,img_mer_v340,CDS,366,575,.,+,0
HCP21_8310,img_mer_v340,CDS,1,879,.,+,0
HCP21_851_,img_mer_v340,CDS,1,384,.,+,0
HCP21_4442,img_mer_v340,CDS,3,1235,.,+,0
HCP21_4442,img_mer_v340,CDS,1239,1310,.,+,0
HCP21_10103,img_mer_v340,CDS,19,504,.,+,0
HCP21_8234,img_mer_v340,CDS,70,1044,.,+,0
HCP21_2705,img_mer_v340,CDS,1,408,.,+,0
HCP21_5777,img_mer_v340,CDS,2,421,.,-,0
HCP21_5777,img_mer_v340,CDS,647,847,.,-,0
HCP21_5777,img_mer_v340,CDS,828,1040,.,-,0
HCP21_5777,img_mer_v340,CDS,1056,1316,.,-,0
HCP21_6949,img_mer_v340,CDS,3,458,.,+,0
HCP21_6078,img_mer_v340,CDS,193,390,.,-,0
HCP21_1025,img_mer_v340,CDS,2,313,.,-,0
HCP21_1652,img_mer_v340,CDS,159,347,.,+,0
HCP21_3983,img_mer_v340,CDS,2,115,.,+,0
HCP21_4079,img_mer_v340,CDS,3,494,.,+,0
HCP21_4585,img_mer_v340,CDS,1,66,.,+,0
HCP21_5421,img_mer_v340,CDS,240,572,.,-,0
HCP21_1965,img_mer_v340,CDS,1,405,.,-,0
HCP21_1_1_newblercontig10685,img_mer_v340,CDS,15,200,.,+,0
HCP21_1_1_newblercontig16836,img_mer_v340,CDS,3,179,.,+,0
HCP21_2_11968,img_mer_v340,CDS,2,168,.,-,0
HCP21_2_21301,img_mer_v340,CDS,3,131,.,-,0
HCP21_2_26301,img_mer_v340,CDS,3,209,.,+,0
HCP21_2_30526,img_mer_v340,CDS,9,113,.,-,0
HCP21_2_32026,img_mer_v340,CDS,2,115,.,+,0
HCP21_2_36026,img_mer_v340,CDS,14,160,.,+,0
HCP21_2_44628,img_mer_v340,CDS,3,122,.,+,0
HCP21_2_49128,img_mer_v340,CDS,3,149,.,-,0
HCP21_2_50128,img_mer_v340,CDS,5,160,.,+,0
HCP21_2_50628,img_mer_v340,CDS,2,165,.,-,0
HCP21_2_51128,img_mer_v340,CDS,43,144,.,-,0
HCP21_2_51628,img_mer_v340,CDS,1,174,.,+,0
HCP21_2_53128,img_mer_v340,CDS,2,195,.,-,0
HCP21_2_62014,img_mer_v340,CDS,6,119,.,+,0
HCP21_2_64514,img_mer_v340,CDS,3,140,.,+,0
HCP21_2_65014,img_mer_v340,CDS,72,143,.,+,0
HCP21_2_67514,img_mer_v340,CDS,68,187,.,-,0
HCP21_2_78157,img_mer_v340,CDS,2,159,.,-,0
HCP21_2_79657,img_mer_v340,CDS,6,182,.,+,0
HCP21_2_96983,img_mer_v340,CDS,14,112,.,+,0
HCP21_2_100483,img_mer_v340,CDS,9,134,.,-,0
HCP21_2_100983,img_mer_v340,CDS,7,123,.,+,0
HCP21_2_103483,img_mer_v340,CDS,3,167,.,-,0
HCP21_2_108582,img_mer_v340,CDS,18,110,.,-,0
HCP21_2_110082,img_mer_v340,CDS,2,103,.,+,0
HCP21_2_111082,img_mer_v340,CDS,5,124,.,-,0
HCP21_2_123830,img_mer_v340,CDS,2,111,.,-,0
HCP21_2_124330,img_mer_v340,CDS,2,114,.,-,0
HCP21_2_126330,img_mer_v340,CDS,3,125,.,+,0
HCP21_2_131830,img_mer_v340,CDS,46,201,.,-,0
HCP21_2_133509,img_mer_v340,CDS,1,99,.,+,0
HCP21_2_138009,img_mer_v340,CDS,1,117,.,+,0
HCP21_2_144009,img_mer_v340,CDS,2,160,.,+,0
HCP21_2_152862,img_mer_v340,rRNA,5,107,.,+,0
HCP21_2_156862,img_mer_v340,CDS,2,127,.,+,0
HCP21_2_162362,img_mer_v340,CDS,3,221,.,-,0
HCP21_4784,img_mer_v340,CDS,46,387,.,+,0
HCP21_2428,img_mer_v340,CDS,132,2492,.,-,0
HCP21_6708,img_mer_v340,CDS,93,344,.,+,0
HCP21_1242,img_mer_v340,CDS,3,380,.,+,0
HCP21_226_,img_mer_v340,CDS,3,326,.,-,0
HCP21_836_,img_mer_v340,CDS,79,321,.,+,0
HCP21_5569,img_mer_v340,CDS,156,317,.,-,0
HCP21_9083,img_mer_v340,CDS,43,423,.,-,0
HCP21_5161,img_mer_v340,CDS,1,972,.,-,0
HCP21_2319,img_mer_v340,CDS,2,370,.,+,0
HCP21_2257,img_mer_v340,CDS,4,309,.,+,0
HCP21_690_,img_mer_v340,CDS,3,371,.,+,0
HCP21_505_,img_mer_v340,CDS,3,386,.,+,0
HCP21_4270,img_mer_v340,CDS,209,379,.,-,0
HCP21_4692,img_mer_v340,CDS,27,707,.,-,0
HCP21_4816,img_mer_v340,CDS,1,351,.,-,0
HCP21_4313,img_mer_v340,CDS,1,306,.,+,0
HCP21_2965,img_mer_v340,CDS,2,1162,.,+,0
HCP21_6849,img_mer_v340,CDS,1,849,.,-,0
HCP21_878_,img_mer_v340,CDS,1,351,.,+,0
HCP21_745_,img_mer_v340,CDS,1,387,.,-,0
HCP21_1_1_newblercontig06067,img_mer_v340,CDS,3,247,.,-,0
HCP21_1_1_newblercontig06661,img_mer_v340,CDS,3,155,.,+,0
HCP21_1_1_newblercontig08414,img_mer_v340,CDS,63,224,.,-,0
HCP21_2_4969,img_mer_v340,CDS,3,116,.,-,0
HCP21_2_9469,img_mer_v340,CDS,3,155,.,+,0
HCP21_2_11969,img_mer_v340,CDS,3,191,.,-,0
HCP21_2_23802,img_mer_v340,CDS,9,146,.,-,0
HCP21_2_28027,img_mer_v340,CDS,6,101,.,-,0
HCP21_2_32527,img_mer_v340,CDS,2,124,.,+,0
HCP21_2_38527,img_mer_v340,CDS,3,143,.,-,0
HCP21_2_50129,img_mer_v340,CDS,2,160,.,+,0
HCP21_2_57515,img_mer_v340,CDS,2,100,.,+,0
HCP21_2_83812,img_mer_v340,CDS,12,107,.,+,0
HCP21_2_86812,img_mer_v340,CDS,41,121,.,-,0
HCP21_2_89812,img_mer_v340,CDS,5,148,.,+,0
HCP21_2_90312,img_mer_v340,CDS,1,153,.,+,0
HCP21_2_91812,img_mer_v340,CDS,3,182,.,-,0
HCP21_2_92812,img_mer_v340,CDS,3,203,.,+,0
HCP21_2_93312,img_mer_v340,CDS,4,177,.,+,0
HCP21_2_94984,img_mer_v340,CDS,7,99,.,+,0
HCP21_2_99484,img_mer_v340,CDS,3,127,.,-,0
HCP21_2_100984,img_mer_v340,CDS,7,138,.,+,0
HCP21_2_101484,img_mer_v340,CDS,3,143,.,+,0
HCP21_2_116083,img_mer_v340,CDS,1,171,.,+,0
HCP21_2_125331,img_mer_v340,CDS,3,119,.,+,0
HCP21_2_129831,img_mer_v340,CDS,1,162,.,+,0
HCP21_2_130831,img_mer_v340,CDS,3,178,.,-,0
HCP21_2_139010,img_mer_v340,tRNA,50,124,.,+,0
HCP21_2_141010,img_mer_v340,CDS,2,133,.,+,0
HCP21_2_148010,img_mer_v340,CDS,24,134,.,+,0
HCP21_2_149010,img_mer_v340,CDS,25,228,.,-,0
HCP21_2_158363,img_mer_v340,CDS,2,139,.,+,0
HCP21_2_160363,img_mer_v340,CDS,53,166,.,+,0
HCP21_10052,img_mer_v340,CDS,40,489,.,-,0
HCP21_6938,img_mer_v340,CDS,1,369,.,+,0
HCP21_7489,img_mer_v340,CDS,80,553,.,+,0
HCP21_1874,img_mer_v340,CDS,8,253,.,+,0
HCP21_4296,img_mer_v340,CDS,1,579,.,+,0
HCP21_4028,img_mer_v340,CDS,3,614,.,-,0
HCP21_2847,img_mer_v340,CDS,64,1413,.,-,0
HCP21_2296,img_mer_v340,CDS,11,337,.,+,0
HCP21_7328,img_mer_v340,CDS,3,1739,.,-,0
HCP21_7606,img_mer_v340,CDS,177,572,.,+,0
HCP21_9696,img_mer_v340,CDS,1,492,.,-,0
HCP21_5825,img_mer_v340,CDS,45,440,.,-,0
HCP21_8069,img_mer_v340,CDS,2,547,.,+,0
HCP21_5078,img_mer_v340,CDS,2,145,.,+,0
HCP21_4854,img_mer_v340,CDS,1,453,.,+,0
HCP21_8291,img_mer_v340,CDS,3,791,.,+,0
HCP21_8291,img_mer_v340,CDS,907,972,.,-,0
